 1000    9000
   95     101     114
  895     328     378
  503      20      53
  951     801      91
  243     981      76
  374     126      75
  784      83     100
  109     851     292
  276     752     226
  469     688     187
  108     236      45
  603     650     489
  961     838     446
  506     780     438
  754     937     374
  836       7     242
  351     859      92
  478     291     487
   66     436     364
   70     674      18
  246     787     185
  641     257     164
  649     536     163
  605     528     442
  190      16     248
  466     484      19
  930     893     264
  711     644     485
  971     418     295
  614     423     374
  189     312     284
   25     773     260
  631     278     350
  839     480     418
  145     971     282
  432     904     253
  294     714     320
  559      25     171
  324     913     480
  746     862     291
  646     913      19
  613     355     182
  831     965     253
  821      56     296
  376     722     417
  560     600       3
   19     476      13
  808     538     302
  169      30     378
  498     874     312
  656     359     188
   10     381     194
  902      58     380
  694      32     118
  206     614     328
   81     657      38
  759     921      93
  373     145      14
  580     698      59
  460     874     253
  994     534     177
  110     723     203
  857     730     420
  562     473      97
   75     185      64
  493     100     299
  224     336     133
  548     461     193
  689      24     425
  493     874     376
  737     277     224
  249      19     384
  971     488     299
  761     720     104
  269     363     305
  946       3     352
  276     348      87
  408     713     314
  665     873      20
  629     884     446
  237     886      87
  519      25     247
   14     685     199
  230     323     333
  970     564      69
  884      33     300
  623     221     366
  810     719     357
  575     701     167
  784     563     386
  972     231      29
  686     704     475
  130     740     250
  717     150     379
  814     570     307
  297     200      83
  764     180     365
  832     668     322
  780      69      21
  813     650     189
  740     277     164
  249     561      97
  124     510     194
  451     337     103
   67     423     344
  417     525     386
  661     333     424
  616      35     245
  439     805     453
  555     630     281
  676     483     277
  395     719     118
  121     995      78
  687     631     467
  852     702     271
  769     524     375
  497     923     352
   27     669      34
  411     998     369
  891     388     403
  533     428     417
  595     578     288
  330     277     208
  870     679      18
  581      61     419
  371     818     146
  605     947     445
  739     436     480
  729     577      24
  938     246     234
  427     255     212
  721     341     308
  534     179     124
  921     247      39
  711     397     372
   16      73     388
  142     380     202
  261     405     175
  983     540     184
  383     160     356
  719     587     130
  370     367     214
  228     104     133
  265      26     475
   14     253     375
  785     932     293
  387     528      21
  579     936      17
  917     461     339
  499     850     442
  739     641      17
  554     342     246
  690     430     492
  502     383     362
  151     683     134
  403     735     470
   89     695      10
  800     574      43
  965     882     261
  699     899     497
  164     247     157
  834     252     232
  983     816     244
  216     567     410
  776     145     281
  631     827      41
   73     402     207
  975     868      51
  100     353     387
  149     877     336
  716      16     163
   16     313      51
  749     832     318
  939     372     185
   82     521     364
  232      28     239
  876     508      78
  308     825     297
   34     118     413
  598     438      13
  132     380     104
  932     227     277
  357     685     489
  864     110     439
   30     292      43
  681     521     428
  898     666     429
  430     808     479
  943     716     133
  220      75      15
  214     850     113
  119     158     483
  955     621      45
  416     989     496
  767     504     238
  691     288     342
  411     159     232
   57     701     204
  907     508     307
  657     599      44
  772     821     457
  505     511     181
   75     624      22
   35     360     223
    9     546     142
  144     670     171
  885     429     406
  887     102      80
  291     937     452
  322      21     266
  249      22     455
  439     839      73
  431     519      34
  982     413     326
  139     491     358
  716     228     138
  233     156     226
  180     657      22
  307     505     291
   78     690     217
  279     370     356
  639     872     497
  793     841      51
  471     789     388
  919     317     471
  988     418     153
   68     134      89
  521     159     478
  229     684     192
  833     470     264
   27     611     243
  758     229     263
  687      56     399
  233     834     469
  548      61     429
  103     323     289
  755     451     273
  119     948     175
  869     276     123
  655      96     340
  771     970      68
  602     888     169
  457     857     199
  705     875     267
  110     662     406
   97     298     239
  613     563     392
  302     311     407
  138     191     165
  687     342     430
  314     545     196
  852     637     112
  240     779      61
  857      93     366
  261     759     252
  132     984     146
   32     814     259
  494     778     279
  213     891       7
  300     998      17
  334     522     229
  686     541      56
  371     360     481
   37     797     441
  533     353     474
  574     422     213
  824     622     436
  405     155     223
  786     369      75
   26     166     338
  155     960     342
  791     938     201
  291     528     198
   28     146     225
  585     838      44
  209     210     353
    9     697     347
  213     505     232
  122     619     287
  952     521     219
  282      54     489
  531     480     123
  128     266     166
  312     832     116
   51     237     254
  930      66     489
  298     493     124
    6     175     488
  966     312     434
  286     733     203
  730     791      10
  297      83     111
   72     184      67
   63     754     213
  227      83     179
   86     582      20
  158     266     177
  478     740     104
   94     668     334
  804      39     491
  983     766     229
  816     324      96
  982     591      16
  384     403      17
  220     628     387
  656     636      67
  529     782     364
  986     204     181
  815     920     373
  827     626     158
  666     366     167
  823      96     452
  898     959     329
  214     863     247
  460     675     300
  161     388     241
  481     914     290
  938     624     371
  937     611     270
  364     641     393
  321     803     254
  356     835     433
  651     913     199
    2     855     241
  169     750     247
  206     989     234
    1     323     426
  634     249     318
  873     138     276
  466     371      51
   54     926     229
  149      17      80
  538     281     302
  465      87     484
  710     265      97
  890     740      54
  622     236     146
  951     549     347
  226     800     413
  746     376      93
  993     267     353
  921     526     129
  829     954      83
  142     821      92
  840     379     285
  882     100     203
  455     685       9
  855     345     219
  608     385     218
  450     566     347
   97     664     152
  311     440     411
  392     535     486
  104     453     192
  513     937     414
  655     914     373
  595      12     196
  378     327     416
  759     841     238
  169     702      21
  920     337     471
  539     252     177
  137     421      71
  967     127       1
  651     962     446
  205     390     139
   52     223     393
  292     582     215
  257     650     491
  711     966     360
   43     373     456
  185     176     184
  552     850     273
  808     804     428
  316     752      17
  731     488     297
  196     811     462
  317     454     374
  832     503     214
  532     439     342
  825     402      97
  896     964      86
   50     189     496
  246     474      33
  868     316     163
  570     842     385
  819     377     111
  408     556     268
  932     403     463
  635     351     191
  381     612      59
  314     693     495
  465     719     271
  799     741      55
  278     777      89
    3     266     328
  370     193     237
  292     442     260
  838     225     444
  710     335     312
   45     420     407
  217      85     154
  388     580     104
  449     514     109
  345     653     243
  753     796     100
  254     343     375
  478     272     405
  984       6     467
  945      77      20
  743     402     451
  309      29     158
  299      53     179
  126     627      88
  188     401     119
  242     655     123
  901     674      23
  202     379     203
  345     342      22
  396       4     442
  772     457     482
  289     918     286
  401      61      28
  526     981      10
   69     237     115
  992     480     241
  845     985     287
  521     330      84
  287      70      68
    6     650     148
   23     710     217
  329     183      29
   65     820     185
  853     460     495
  406      30     211
  663     927      50
    7     836     223
  346     575      56
   51     760     262
  640     591     354
  842      43     376
  364     706     459
  844      21     264
  757     245       8
   48     138      68
  850      98     184
  792     965     105
  363     209     489
   35     465     305
  321     790     483
  836      11     190
  971     180     472
   21     191       8
  140     851      29
  941     596     446
  324     176     212
  524      25     484
  804     300     470
  551     334      16
  392     607     389
  537     329     218
  187     694     435
  676     870      73
  933     392     494
  631     753      13
  644     995      92
  672     467      11
  406     182     174
  945     432     328
  669     948      41
  307     482     441
  537     939     494
  412     956      38
   48     428     417
  296     601       8
  658      69     218
   94     329     221
  734     425      75
  725     528     394
  576     207     275
  814      34     485
  189     461      45
  539     157     472
  166     162     420
  893     421     214
   84     942      81
  240     304      42
  597     428     152
   13     316     325
  261     850     230
  770     943     174
  545     313     351
  569     578     356
  395     222      84
  991     811     337
  370     536     171
  445     539     424
  788      17     108
  106     698     213
  699     209     209
  182     111     490
  361     763     166
  439     974     106
   88     125     348
  492     104     268
  875     219      70
  226     446     352
   12     182     178
  542     938     445
  769     625     488
  740     723     425
  145     728     301
  869     515      80
  944     592     424
  206     391     232
  533     727     376
  918     444      94
  737     791     470
  195     258     238
  529     202      58
  186     599     322
  330     665     423
  153      69     467
  819     359     334
  143     833     233
  750     155     159
  279     618     490
   86     504     468
  139     594     345
  127     902     452
  292     131     409
  785      94     371
  751     491     297
  317      69     304
  751     683     143
   46     269      44
  506     103     386
  135     711      79
  802     923      45
  268     728     298
  808     685     473
  202     217     288
  708      94     495
  936     397      63
  834     533     269
  592      37     104
  790     151     218
  767     811     486
  934     890     295
  508     663     251
  285     977     386
  439     970     494
  849      80     431
  619     401     466
  313     263     112
  271     586      30
  563     518     221
  860     612     289
  205     598     215
  132     192     201
  811     821     280
  139     450     183
   87     776     163
  886     623     436
  764     290     190
  691     649     267
  433     202     138
  226     499     154
  648     825     448
  755     585     320
  393     768     340
   90     242     212
   83     931     352
  539     993     403
   85     400     133
  410     222     161
  499     809      40
  855       6     287
  282     709     186
  317     277     388
  790     105     317
  827     629     117
  110     198     500
  175     819       4
  971     832     309
  376     603     426
  908     142     441
  172     995     351
  444     698      80
  662     986     434
  551     501     119
   82     112      22
  180     918     165
  714      45     143
  314     166     190
  906     274     168
  877     638     228
  426     791      90
  495     411     296
  813     790     122
  965     702     247
   71     409     384
  638     551     344
  357     958     415
  409     210      18
  307     177     360
  751     922      25
   98     915     103
   49      13      82
  788     826     118
  410     706     167
   78     455     473
  181     535     281
  383     961     323
  623     872     286
  491     615     200
  984     880     151
   25     862     117
  793     225      62
  243      47     269
  948     843     423
   42     403     189
  991     295     469
  184      16      63
  965      69     209
  611     192     320
  606     976     412
  734     687     160
   58     837      91
  490     288     481
  368     333     292
  823     664     300
  736     422      78
  523     173     275
  609     669     168
  398      34      86
   64     931      27
  594      34     251
  635      83      55
  357     803     342
  668     611     354
  622     946     500
  335      78     311
  163     295     460
  117      38     158
  425     436     458
  198     400     149
  128     764     138
  479      39     353
  326     730      71
  560     793     126
  956     833     245
  545      66     249
  985     497     447
  781     397     230
  216     271      61
  743     784     123
  533     515     455
  489     708     131
  706     200     454
   50      65     311
  107     434     446
  301     744     493
  567     951     180
  402     161     242
  263     151      19
  186     357     271
  292     791     235
  481     143     288
  976     564     269
  856     292       1
  918     760     164
  931     858     284
  999     165     242
  560     360      40
  899     750     327
  612     877     308
  455     333     442
   29     165     117
  273     755     282
  978     916     316
  983      39     269
  842      30     366
  694     440     297
   20     120     374
  964     636     164
  831     975     294
  551      23     122
  322      64      52
  290     524       4
  301     698     428
  373     539     423
  678     137     309
   61     960      86
  196     102     426
  261      28     394
  795     191     237
  547      38     317
  986     677     390
  264     781     357
   28      68     328
  821     501     438
  350     940     369
  571     200     302
  807      33     305
  198     171     411
  485     689      91
  295     396      37
  531     188     211
  467     668     330
  428     232     218
  636     620     200
  463     377     210
  876      46     139
  470     415      58
   57     579     434
  469     931      39
  938     154     431
  639     876     213
  399     958      68
  902     701     447
  633      85     334
  882     347     391
  736     898     428
  846     813     357
  392     631      72
  311     381     281
  650     815     250
  747     736     106
  575     114      92
  824      61     341
  289     412       8
  225     804     295
  753     551     381
  174     332     292
  172     852      93
  265     674     352
  139     237     249
  319     264     475
  111     736     114
  282     282     432
   11     426     171
  826     649     104
  993     935     404
  311     309     410
  453     126      92
  780      29      22
  166     427     225
  228     533      67
  730     661     136
  821     397     271
  800     845     321
  682     207     228
  186     645     334
  502     655     260
  546     163     119
  466     188     113
  628     489     206
   22     933     208
   78     543     197
  481     581     354
  884      84     246
  557     238     216
  560      91     500
  368     622     494
  188     457     287
  271     524     134
  714     524     316
  663     340     329
  382      58     216
  468     886     286
  554     508     106
  817     113     190
  433     398     452
  311     679     158
   25     355     279
   58     624      57
  642     704     488
  613      15     390
  517     552     492
  784     901     170
  350     733     304
  647     817     143
  162     227     483
  184     959      51
  445      77      71
  707     221     246
  700     847     442
  530     304     323
  857     469      52
   55     631     287
  256     526      53
  382     532     227
  952     931     327
  240     768     187
  485     620     169
  760     433       7
  566     163     443
  937      19     151
  717     263     354
  289     615     145
  431     146     258
  614     187     194
  512     838      49
  400     272     290
  564     272     422
  787     499     122
  707     545     115
  240     794      33
  475     162     405
  776     886     374
  125     754     317
  866     650     413
  365     984     219
  439     865     166
  420     962     488
  462     283      77
  850     604      62
  313     478     142
  614     925     327
  573      72     118
  192     851      79
   29     562     260
  425     850      83
  299     423     472
  132     600     440
  201     346     201
  383     957     107
   90      23     381
  816     118     470
  357     537     295
  604     735     305
  361     107     210
  894     669     496
  405     630     113
  395      15      39
  838     527     459
  260     313     428
   47     572     234
   81      18     345
   17     475     417
  393     702     364
  349     449     193
  687     224     339
  283     270     247
  134     696      68
  709     484     140
  414     752      22
  197     301     201
  713      34     307
  566     921     320
  151      71     500
  677     580     251
  767     348     319
  909     727     294
  729     684     156
    6     340     341
  721     313      65
  504     196      56
   94      63     466
  286     119     205
  424     273     320
  530     248     445
   96     378     100
  557     984     407
   19     844      40
  760     511      69
  752     559     428
   20     518     205
  169     984     455
    2     507     127
  320     596     310
  244     955     366
  474     876     376
  613     417     148
  651      83     185
  616     656     440
  507     956     104
  783     603      25
  513     310     336
  229     923      55
  523      63      21
  524     647     428
  855     347     440
  768     789     324
  975     175     367
  553     878     484
   71     204      46
  439     933      55
  349     488     433
  182     680     322
  372     753     155
  356     553     497
  903      84      44
  416     533     179
  976     945      78
  951     366     117
  766     846     446
  799     495      98
  426     382      93
  610     526     228
  194     253     246
  684     663     396
  898     111     489
  474     474     199
  976     658     395
  655     262      83
  608     148     277
  300     112     184
  891     821     142
  879     830     245
  453     892     358
  398     551       8
  870     508     368
  442     351     158
  255     282     187
   15      65     100
    1      52     420
  167     982     159
  259     433     207
  232     800     337
  594     357     493
  306     451     116
  718     309      68
  620     333     320
   22     440     258
  488     995     195
  397     500      25
  541     469     230
  664     667     254
  682     542      86
  631     323     468
  584     773      45
  801     592     450
  478     849     263
  887     245     269
  883     296     276
  257      74      93
  227     823     190
  438     929      58
  774     118      24
  182     850     135
  332     220     347
   33     602     424
  399     144     467
  291      72     461
  545     794      49
  863     796     268
  970     953     384
  515     668      41
   82     920       3
  398     941     230
  407     639     147
  670     806     140
  380     536     365
   87     937     198
  173     875     431
  571     804     179
  640     448     193
  111     882     328
  792     229     101
  951     652     147
  770     443     191
  335     688     442
  998     820      95
  173     674      11
  655     321     410
  959     220     180
  647     245     157
  623     572      91
  122     309     401
  166     562     264
   93     490     355
   68     571     294
   63     581     112
  422     320      10
  393     685     272
  195      43     396
  632     568     419
  102     273     237
  424     333     178
  287     750      91
  207      91     432
  960     606      79
  757     401     181
  899     541     487
  717      21      79
  109     775     258
  728     931     169
  136      72     355
  891     156     499
  165     781      15
  559     143      90
  973     568     133
  694     127     387
  259     403     232
  683     171     135
   55     210     204
   71     318     486
  617     269     157
  566     401     211
  481     950     225
  634     687     495
  568     417      83
  786     220     194
  493      16       5
  647     171     481
  851     237     232
    4     880     267
  396     830     484
  167     632     126
  149     256     205
  482     798      29
  268     226     261
  648     808     253
  944      85     125
  395     526     176
   80     690     361
  828     826      40
  168     885     482
  469     501     458
  788     645     165
  606     600     168
  975     891     326
  164     193      62
   16     463      61
  822     817     188
  267     397     308
  785     203      39
  445     881     174
  238     761     495
  661     776     275
  671     869     469
  182     594      46
  262     598      29
  867      20     335
  765     476     444
  962     722     177
  780     691     283
  385     626     114
  712     528     337
  352     960     218
  887      11     343
  627     755       4
   97      42     177
  737     761     112
  556     134     240
  255     114     418
  430     782      32
  348     963       3
  961     472     113
  865     259     400
  964     385     146
  926     658     358
  275     708     379
   23     525      69
  317     924     116
  706     114     335
  491     338     190
  206     222     168
  758     234     109
  368     870     360
   21     321     405
   28     829      20
  387     775     271
  952     311      91
  771     441     139
  504      61     256
  950     299      93
  233     960      56
  510     296     121
  687     999      88
  229     149     297
  925     617     342
  262     560     322
  841     632     294
  227     939     411
 1000     522      36
  740     814      55
  860     973     109
  137     656     455
   17     194     209
  637      79     170
  712     587     330
   21      95     398
  440     287     210
  505     159      45
  618     467     497
  963     369     320
  145     808       2
  308     578      35
  141     357      99
  603     922     425
  408     329     339
  635     351     148
  718     132     247
  834     505     158
  422     958      39
  899     753       5
  366     226     410
  573     367     285
  555     738     290
  470     656     414
  254     716     190
  426      55       4
  621      34     243
  270     736     358
  615     520     224
  144     231     174
  616     717     220
  359     576      95
   24     253     294
  482     967     355
  270     334     150
  343      62     199
  972     948     314
  528      16     301
  705     141     400
  256     545     202
  443     885     268
  902     118      15
    7      25     363
  617      24     138
  351     284     376
  863      98     257
  870     450     214
  185     418      47
  562     932     488
  524     233     173
   96     582     359
  421     901     119
  558     524     153
  945     769     249
  505     569      18
  715     587     117
  646     217     169
  873     582      13
  350     866      97
  623     290      24
  684     907     464
  970     608     262
  937     219     220
  693     827     379
  146     860     441
  827     480     179
  467     456     482
  839     206     464
  589     885     451
  684     706      27
  961      99     368
  145     444     118
  239     955     147
  702     253       8
  907     830     165
  731     533     262
  565     569      69
  932     769     195
  848     858     494
  126      75      87
  993     255     183
  201     929     364
  422     815     431
  545     318      16
  400     498     330
  387       2     332
  145     932     285
  885     890      43
  790     717     375
  528      90     384
  666     353     261
  768     647     473
  769     280     479
   63      93     360
  803     938     426
  142     960     393
  691     240     426
  994      60      39
  608     751     115
   86     126       4
   29     103     365
    2     831     101
  632     777     191
  603     646     220
  353     396     111
   18     413     147
  332     406     105
    1     256     448
  494      13     269
  976     817     482
 1000     216     446
  802     785     216
  274     971     377
  536      47      16
  720     873     118
  520     268      46
  427     318      75
   67     200      38
  101     811     198
  509     349     200
  447     442     337
  352     963     449
  760     624      39
  657     222     399
   37     217     257
  633     653     235
  614     757      91
  459     350      48
  955     386     497
  736      59     124
  101     531      98
  547     503     208
  130     770     435
  770     229     434
  238     295      45
  718     391     366
  423     313     470
  508     725     445
  484     289     130
  979     178      48
  763     344      92
  940     993     215
  932     156     475
  909     765     310
  502     729     288
  827      69     380
  950     397     464
  793     382     331
  624      78      13
  697     909     188
  947     463     198
  466     427     292
  672     766     456
  393     610       9
 1000     157     450
  210     800      78
  641      60     275
  430     666      43
  258     825     234
  283     286     415
  601     602     347
  196     621      89
  458     460       6
  726     384       8
   20     677     335
  356     150     326
  251     742     133
  931     904      70
  225     746     213
  986     111     489
  362     672     101
  953     650     494
  516     681     178
  384     993     341
  582      47     317
  496     447     441
  604     488     313
  600      34     480
  480     610      34
   84     357     112
  958     571      97
  765     311     257
  125     575     325
  756     805     451
  426     306      38
  698     461      99
  626     323     231
  388     301      64
  180     546     335
  519     843      60
  951     264       5
  607      39     263
  590     503      38
  752     611      23
  904     323     321
  559     882     380
  740     850     260
  671     712     126
  471     709     296
  801     320      45
  600     655     237
  429     514     299
  446      97     362
   20     321     225
  576     146     191
  108     384     196
  909     296     271
  266     942      36
  341     754     452
  312     470     345
   87      89     268
  618     720     136
  309     517     265
  606     464     305
   26     643     182
  732     914     236
  196     989     301
  245     205     492
   54      71     333
  582     404     488
  935     339     195
  739     376     415
  629     929     156
  309     330      20
  713      19     275
  938     987      88
  765     791     279
  255     941     344
  313     471     162
  173     445     141
  723     525     437
    8     296     467
  220     472     309
  509     134     168
  320     695     472
  939     974      30
  215     713      51
  296     144     237
  360     975       6
  507     579     292
   73     109     114
  811     697     201
  185     832     161
   50     600     197
   79     796     483
  334     367     281
  601     364     474
  401     331     368
  839     289     100
  864      91     498
  804      11     425
  456     926     489
  705     799     473
  780      25     123
   21     716       4
  855     631     345
  899     620     171
  684     198     150
  546     888      65
  989     872      35
  981     117     250
  396     284     459
  549     788      61
  585     168     135
  588     708     140
  825     731     122
  744     247     440
  743     690     206
  459     591     238
  603     424       2
  177     732     485
  628     437     297
  991     682     113
  408     291      51
  599     658     354
  612     956     433
  346     519     274
  371     660     252
  828     169     236
  355     383     495
  275     292     198
  924      85     131
  340     334     123
  947     746      56
  203     909     243
  336     262      53
  645     186     197
  365      93     256
  371     555     244
  915     949      77
  624     223      43
  210     284     294
  893     132     326
  421     573      93
  822      68     236
  451     719      83
  809     956     280
  907     321     160
  351     659     221
  734     149     163
  242     380     220
  534     945     190
  159     880      41
  692     509     299
  887     145     407
  577     620     360
   26     268     470
  969     581      30
  638     656     113
  454     854     138
  170     530     105
  307     615     497
  255     559     233
  649     485     371
  998     120     490
  421     577     221
  125     191     368
  952     431     192
  510     706     446
  309     548     499
  186     688     156
  186     502     203
  781     595      96
  101     384     114
  491     180     379
  872     760     174
  671     901     129
  878     718     197
  586     584     452
  977     408      47
  179     418     292
  651     862      53
   20     144     257
  137     673     346
  290     770      70
  811       2     242
  851     714     126
  484      76     138
  568     720      82
  288     867     178
  468     173      74
  862     871     479
  419     352     280
  856     251     378
  667     498      16
  190      73     272
  291     802      74
  521     731     327
  382     715     236
  948     516     148
  185     612     368
  745     118     483
  768     658     473
  744     379     406
  211     620      21
  814     749     224
  359     461     493
  684       5     382
  246     861       9
  259     148     134
  920     272     324
  652     824     289
  445     900       4
   35     942     378
  394     338     134
  540     145     140
  186     259     335
  522     109      34
  337     452       8
  226     307     324
  275     956     478
  241     501     185
  564     895     216
  421     806     472
  855     577     294
  186     498     105
  928     597     267
  701     195      56
  833     699     372
  388     119     496
  567     858     295
  956     678     381
  724     977     106
  385     296     312
  604     115     369
  764     355     494
  512     267     329
  773     482     207
  832      30     473
  339      36     357
  957     494     207
  873     442     406
  411     244     132
   12     889     393
  701     602     498
  864     796     180
  715     884     121
  647     609      91
  879     634     396
  480     470     206
  633     201     464
   58     753     130
  762      43     429
  237     308     137
  101     414     123
  801     627      92
   14     120     314
  905     781      39
   54     584     310
  652     914     446
  185     484     364
  672     949     194
   23      83     444
  919     947     240
  745     144     405
  291     101     250
  247      89     495
  887     534     313
  390     159     285
  139      56     150
  695     408     449
  163     829      56
  770     848     387
  584     480     257
  258     803     324
   64     715     335
  212     139     325
  385     969     317
  784     628      88
  137     650     107
   33     759     182
  157     708     255
  860     575      45
  934     343     273
  356     626     156
  186     407     428
  471     177     403
  683     942      44
  760     626     269
  902     971       4
  428      34     145
  820     854     207
   12     179     477
  684     798     398
  775     552     413
   95     996     192
  582     889     340
  185     994     488
  152     621     339
  609     971     181
  492      40     296
   39     543     488
  180     275       7
  725     160      54
  143     169     315
  144     125     322
  493     799     220
  210     671     328
  112     711     291
  350      68     419
  385      43     121
  843     794     181
  728     394     185
  682     359     337
  969     575     213
  501     331     204
   27     243      58
  203     287     232
  748      98     456
  595     768      42
  677      17     491
   24     389     252
  731     836     180
  301     662     302
  152     698     320
   81     306     432
  830     655     185
  746     442      57
  669     565      88
  834     890     184
  767      63      28
  426      52     185
  337     239      59
  641      78     202
  502     239     325
  441     517     280
  323     515      85
  658     689     202
  982     622     280
  848     915     123
  947     943     341
  248     534     198
  981     137      66
  534     442     228
  908     644     496
  534     945     304
  745     673      67
   30     462      76
  846     550      56
  437     267     335
  753     247     438
  305     295     265
  910     180     107
  168     338     427
   11     654     463
  191     244     199
  623     841     253
  182     480     396
  877     410      37
  753       3     276
  157     419     425
  663     683     116
  982      79     404
  226     416     114
  623     971     414
  778     629      48
   93     372      73
   39     260     316
  813     141     393
  117     469     390
  186     977     372
  467     865     404
  364     506     213
  766     407     180
  253     469      93
  127     939     248
  238     508     272
   81     735     435
  340     956     347
  794     505     115
  597     321     213
   10     964     266
  529     393      29
  197     820     166
  857     507     346
  653     339     173
  611     232     182
  977     295     334
  776     990      82
  115     625     202
  587     295     463
  772     577     408
  990      43     154
  215     949     297
  675     876     142
  360     959      27
  917     804     184
  625     766     130
  531     137     173
  254     926     100
  679     808     500
  865     673     339
  100     879     272
  323     495     128
  490     264     287
  400     790     164
  864     905     132
  785     964     326
  172     795     304
   43     916     172
  433     754     237
  689      18     447
  400     454     346
  545     129     132
  794    1000     433
  430     816     395
  943     359     499
  847     359     221
   11     322     434
  844     535     184
  138     883      66
  672     644      73
  850     182      56
    2     698     365
  368     926     483
  154     482     131
  862     976     326
   38     137     452
  427     194     178
  254     886     327
  445     464     111
  671     153     188
  704     243     498
  135     260     168
  385     890     165
  296     503     254
   23     898     230
  846     387     261
  927     627      98
  515     372     237
  424     279     145
  261     118     185
  609     777     489
  842     819     271
   87     428     486
  170     811     123
  484     923     146
  477     393     415
  617     367     495
  542     815      72
  220      59     185
  673     405     192
  183     679     443
  222      42      10
  767     409     128
  957     776     216
   51     130     150
  496      55     217
  160     441     485
    2     126     421
  305     950     383
  545     224     333
  382     671     126
  419     758     218
 1000     214     346
  974     407     188
    4     112      69
  961     375     478
  602     207      87
  305     736     432
  233     588     467
  332     197     305
  264     474      19
  926     493     235
  979     978      67
  239     747     220
  826     380     114
  214     194     433
  520     716     385
  890      72      78
  349     899      57
  883     107     350
  150      52     116
  966     207      39
  182     355     402
  564     923     361
  356     470     284
  227     162     112
  287     386     256
  378     662     353
  713     184     249
   85     431     239
  807     767       4
  347     610     382
  331     774     482
  168     966     488
  935     458      68
  855     970     102
  211     730     486
  824     161     465
  275     879     422
  713     202     377
   95     364     470
  869     574      11
  454     164     409
  887     106     350
   24     157      76
  862     665     197
  729     796     158
  276     989     107
  502     857     460
  461      14     357
  405      60      10
  133     314     375
  472     293     476
  995     966     140
  655     774      78
    2     918      18
  385     327     150
  181      80     325
  116     227       8
   55     207     493
  568     357     427
  582     810     409
  597     926     496
  243     708     291
  271     487     199
  902     640     414
  365     909     254
  600     788     347
  166     240      18
   83     628     150
  426     955     478
  508     524     144
  737     226     401
  766      47     186
  544     331     436
   38     237     217
   55     122     490
  856     999     110
  548     286      29
  692     277     465
  245     755     173
  598      18      75
  304     689     242
  140      37     162
  531     246     223
  354     962     415
  690     920     360
  113     795     149
  605     562     112
  499     162     247
  834     159     404
  136     114     254
  534     191     431
  487     280     439
  748     594     192
  322     479     420
  392     913     125
  919     515     494
  706      81     125
  387     149     251
  326     146     179
  331     336     437
  919     361     215
  100     964      56
  366     144     271
  975     335     282
  344       1     283
  238     917     150
  217     760     462
  757     124      68
  139     810     320
  303     969     139
  318     282     310
  484     291     212
  821     130     240
  945      19     121
  663     223     423
  169      36     288
  855     130     315
  672     388     233
  681     224     380
  405     911     391
  529     653     312
  651     718     484
   90    1000     118
  950     650     342
  738      59     479
  407      19     173
  334     387     328
  289     505     118
  399     686     204
  512     790     338
  979      32     351
  624     405     235
  954     611     346
  936     922      19
  639     476     384
  759      32     371
  453     629     235
  388     323     459
  718     809     285
  101     744     450
  839     983     142
  916     578      72
  200     934     257
  385     451      64
  526     464     360
   99     757     122
  875     616      83
  193      50     420
  286     626     192
  727     126      99
  493     288     120
  202     545     156
  313     453     433
  914     107     423
  245     870     214
   52     750     365
  920     961     390
   58     255     265
  186     870     168
  933     929      26
  138     635     377
  389     967      60
  548     561     132
  945     675     454
  675     873     227
  896     863     479
  195     815     105
  696     137     414
  726     712     371
  514     918     349
  133     475     121
  280     819     140
  318     237     252
  611     679     254
  588     903     384
  803     985     316
  778     274     488
  882     194     198
  703     824     314
  338     358     438
  831     986      26
   63     508      83
  672     428      54
  971      80      27
  555     808     263
  197     282     238
  838     970     125
  569     670     225
  823     829     441
  107     179     225
  788     786     261
  547     979     380
  412     648     328
  556     311      28
  218     943     185
  440     546     477
  562     130     233
  669      83     429
  123     609     248
  904      59     186
  581     481     176
  295     543     220
  639     583     348
  149     333     222
  657     660     425
  437     681     483
  929     844      53
  395     557      40
  193     344     141
  855     723     309
   52     328     406
  748     870     474
  674     674     498
  199     163     333
  762     938     432
  641     546     107
  413     165     201
   50     763      26
   78     476     125
  437     288     408
  845     542     363
  587     617     357
  891     487     283
  139      22     358
  966     181     110
  436     743     319
   76     624     154
  947     674     185
  575     790     385
  606     245     440
  190      74     226
  816     308     120
  921     904     393
  763      93     400
  939     732     408
   29      62      53
  113     693      82
  945     824     104
  352     806     451
  288     471     390
  875     266     138
 1000     488     379
  122     152     286
  959     756     201
  711     969     272
  159     486     309
   60     115      25
  378       8     388
   73     244     408
  451     981     115
    5     412     400
  288     974     408
  796     332     337
  801     990     313
  232     252     399
  261     532     363
  566     123     107
   38      94     170
  507     972      18
  235     971     468
   10      77     490
  868     542     130
  685      49     439
  640     109     498
