  200    4000
  139      63     406
  155      59     439
   69     199     468
   28     159     148
  143     131     331
   43     128       6
  103      82     445
   91      91      79
  153     154     386
  141     125      99
  192      65      11
   64     106     294
   90      88     355
  155      95     407
    2     199     236
   36     165     389
   47     129     171
   55      14     340
  196     188     322
   88     141     280
  122      68      92
   93     173     305
    4     104      12
  138     188      82
  194      31     216
  171      82     387
  148     100      56
   92      43     439
  153      61     369
    5      44     384
  200      69      55
   82     172     406
   61      13      73
    5      43     375
   15      66     182
  196     105     263
  186     172     416
   18     156     217
  135      23     439
  108      61     212
  118      84     359
   48      69      35
   23     194     272
   65     122      49
   37      22     339
  176     110     345
  168      69     442
  197     106      52
  166     150     295
  120      10      22
   52      12     336
  147      50      54
   45     149     313
  109     164     191
  113      98     393
   52     171     392
   43     148     398
   32     197     184
    8     198     312
  178      60      97
  188     158     307
  158      37      32
   65     130     439
   78     133     493
  175     182     139
   99      80     197
  146     151     282
   55      77      26
  187     122     151
  169     179     337
  104     122     117
   92      71     225
  104      88     370
   61      56     487
    5     179     423
   27     169     195
  149     128     142
   10     198     157
   67     167     349
  146     197     337
  105     153     165
  185     197      17
   48      99     491
   53      99     213
  123      23     500
  160     121     270
   59     188     101
  176     103      86
  157     173     372
   42      77     440
   30      44     117
   62     184     414
  135      95     277
   79      75     151
  173     167     408
  114      17     150
  105     130     288
   45      16      80
  158     126     490
  166     171     102
  179       7     364
   95      13      41
   25     130     454
  130     107     338
  145      13     262
    3     172     238
   50     197     109
  111       7     304
  169      38     389
   25     152     452
  141       5     222
  195     159     123
   39      84      59
  130       9     293
  193     105     390
  110      27     348
   51     108     221
  158      22      85
  177      88      69
  150     152     423
   73     155     495
  115      75     152
   55     151     418
   63     103     345
  154     175     492
  170      62      64
  131      35     102
  103     111     216
   18      81     192
   59      69      88
   66     199     363
    8      26     475
  194     161     291
   91     194     277
   58     152     338
  182     182     314
  182      34     366
  107      74     461
   94     126     306
  163      14     340
   10     159     380
   53      51      37
    5      77     308
   56      48     211
    1     109     312
   42     116     243
   16     188       6
  143      16     480
  198      26     112
   79      97     184
  115      61     445
  118     117     173
   79     197     111
  169      88     399
  148     198     452
  190      18     435
  174     152     302
  189      22     331
  194     174     110
   91     104     308
  170     155      48
   36     134     406
   80     115     288
  182       3     164
   95       1      40
   46      18     425
    3     115     143
  177      83     463
  146      24     308
   86     131     214
   65     185     321
  185      11      34
   79      84      56
   85     134     492
  147     105     304
   82      47     373
  166     165     248
   59     168     343
   35      46     411
  127     130     253
   59      18      21
  162     140      84
   25     196      92
  193      94     182
  110     173      89
  173     186     417
  131     169      98
  169       9     460
   19      16     236
   97      75     248
   20     113     272
   32     148     158
  195      31     342
   17      42      33
  199     121     486
   38     141     315
  146      87     128
  112       6     138
   68      27     490
   10      87     171
  178      15     467
   25      45     143
   11     123      62
   97     177     440
  121      78     263
  179     163     330
   30      56     425
   25      45     461
   95      44     250
   59      84     151
  132     111     472
  191     154      79
  163     196     400
  105      30      72
    3      59      54
  126      85     343
   14       9      87
   39      11      63
  150     153     294
  114      43     124
   16      40     195
  110      93     152
  112      99     107
   78      58     274
   10     182     320
  122       3     393
  112       2     276
  187      65     498
  109     187     245
  169     164     303
  134      88     382
  153      77     103
  105     135      15
   95      34     280
   44     198     271
  105      30     376
  176      19     223
   13     193     406
  160      91     264
  171     121     139
  196       1     192
   99     192     421
  105      85     425
  117     152     494
  174      88     109
   34      39     404
   18      13     128
  101     183     396
  129      66      22
   54      81      44
   75     141     312
   25      33      59
   54       8     485
  107     108     310
    6     164      84
  155     155     208
   18      80     248
   47      64     495
   33      77      43
   50      46     250
   45      53     188
   56      61      80
   87      83     105
    6     163     235
  133      39     380
   39      49     275
   92       1      18
  171     178      55
   51     195     330
  132     200     472
   80      49     165
   50     196     383
   60      54       5
   51      60     452
  180      74     108
   43      35     229
   83     197     453
   38      94     340
   76     199     290
  143     151      53
  100     128     103
  156      22     420
   68     157     293
   20      74      56
  189      16      92
   98     145      30
   54     196     154
   57     118      55
   97     189     456
  200      81     233
   99     138       2
  141      37     231
  181      76     429
   78     122      98
  192      83     127
  114      25     122
   54     144     282
   16     153     134
  147      28     207
    7     174     349
   50       8     122
  176     183     320
  110     130     187
  189     150     212
  159      81     341
   58      32     201
   76      86     382
   57     100     177
   50     109     302
  133      85     377
  194     115     499
   43      82     410
  162     179      61
   55      97     140
   80      34     173
  109      47     104
   43     135     335
   17     114     321
  144      36     486
   16     195      28
   79     101     490
  100     118     126
   38       9       7
   27     110     100
   42      97      81
  164     193     452
  185     177      97
   52      73      98
  141     130     197
   91     148     212
   89     144      75
   11     154     361
   47     104     274
  176     104     479
  107     182     339
  188      30     423
  151     155     449
   82     124     243
  129      31     250
  165      58     194
   68     150     241
   62      19     246
   29     112     396
  161     171      70
  193      26     115
  176     146     271
  151       3     255
  116     111     351
  171      87      13
   97     121     462
    4     107     195
   62       4     311
   45     135     192
   13     143     271
  171     123     435
  156      48     375
   55     132     394
   71     148     279
   43      75     451
  101      48      37
  146      37     393
   48     145     290
   55     116     225
  137      69     321
  175     173     101
   30      10     212
   37     142     112
   16     116     160
  105      44     259
   25     192     238
  139     159      42
   33     134      28
  161     193     227
   35      32     220
   11     126     372
   34     176     218
   89       7      47
   55      17     233
   81     136     140
   87      43     177
   59      30     496
  194      92     201
  171      26     114
   69      87     472
   91      77     193
   81      36     426
  104     111      36
  137     155      70
   42     109     298
  122      81     413
  116      43     268
   43     128     432
   76      33     395
  175      24     463
  171      17     326
   24      56     419
  141     117     365
   24     174      20
  141      33     179
  176     121     111
  176      44     336
  136      36     234
  194     189     154
  173      39     159
  120      53     355
   50     149     234
   45     150     268
   93     121      82
  163      56     160
  172      93     335
   62     137     295
  120       3     318
   60     109      95
  163      13     327
  123      23      23
  108     124     319
  160     165     380
   89      13     430
   38     109     390
  161     112     326
   91      36     360
  164      82     232
   30      65     345
  200      17     247
  148      14     249
  144     113     215
  191      53     342
   65     162     276
  111      17     429
  111      26     174
   67      64     427
   45     157       8
   66     146     160
    7     192     168
   38     106     315
   87      30     191
   98     196     164
   68     184     264
   44     191     104
   10      63     166
    7      30      14
  150      72     235
   38     151      21
  102      62       9
  189     107      30
   86      59      59
   77     117     185
  124     124       7
  180       8     167
  172      67     279
  166     158     140
   36     119     247
   59     128     251
  172     157     275
   15     139     229
   28      91      62
   97       3      28
   66     140     383
   89     170     408
  171      20     172
   85     128     297
  171      87     414
  104     129     229
  133     199     126
  159     136     308
   77     140      59
  175      37     389
   97     147     423
  150      60     300
   49      42     290
  159     113     383
  193      58      89
  132     121     192
   63      90     448
   49     121     182
  138      12     111
  199      90     393
  105      61     157
   26      81     313
   28     199     470
  161      37     489
  140     164     286
  167      65     299
  163     191      97
   66      83     357
   19      12     427
  113      27     381
   53      53     232
   76     121     365
  103     113     421
   67      79     421
  174      46     351
   64     124     185
   75      69     216
  146      78     136
  122      56     358
   56      60     110
  196     169     279
  197       6     267
   43      13     352
  197      31      46
  176     155     493
  149     133     326
  155     193     481
  194     176     304
  189     153     407
   55      32     277
   19     159     181
  169      32     416
   93      13      82
  200     141     334
    4     156     450
   93     182     306
   79       9     418
  112     110     443
  124      25     335
   31     107     165
  170      38     235
    3     168     280
   37       7     427
  149      48     342
  157     176     443
  148     101     412
   26     167     180
  112      83     377
  161     108      61
  195      15     453
  196      72     300
  173      95     388
  122     101     393
   88      45     441
   19     132     402
  191       3     129
  163      44      92
   16     186     368
  175     157      48
  171      77     249
   89      78     330
  176      67     334
   57     156     236
  116      55       7
   82      26     333
    9      40     357
    5       3      40
  184      97     138
  127     187     264
   99     142     478
   58     133      83
  139     153     339
  118     115      19
  173     195      51
  180      90     393
  131     128     141
   76      17     109
   43     187     442
   64      31     296
   60     198     101
   91      29     432
  129      58     396
    9     150     200
  141     177     288
   96      42      12
   56     187     273
  139      58     425
  115     120     383
  152      51       7
  135     160     393
    6     101       7
  148     126     415
   67      89     124
  156      50      18
  116     142     423
  119     189     214
  200     172     342
  195      10       9
  117      14     304
  155     200     189
   90      80     262
   47     144     183
  154      10     155
  141      84     183
  154      51     336
  182      19      70
   16      38     387
   54     129     160
   22      28     270
  162     161     474
   47      31     156
   37     141     261
   90      14      13
  166      17     432
   19      66      46
   41       1     448
  102      62     369
  101     103     416
  138      60     164
  121     200      83
  144     113     163
   18     167     235
  199      42     458
  168      92      19
  138      50      49
   28      69      21
  149      67     117
   59      43     225
  102     147     349
  152       4     331
   70      58     421
   13     137     295
  192     122     206
   99     140     128
  190      32     296
   86     110     373
   92      78     244
  168     112     428
   19      18     476
   63      50     361
   66     114     326
   32      16     269
  120      79     481
  106     128     330
   46      73      29
  128      20     210
  186     189     173
  136      33     295
   68     147     350
  144      33     397
    1     125      97
   59      41     109
  139      23     487
   57     200     476
  146     100     241
  181      39     227
   64      34     182
   14     157     438
   91      67      85
  112      72     137
    5      71     295
  102     124      79
   56      42     117
   79     180     477
    3     112     275
   25     186      22
   29     160     410
  158     117     297
   14     180       6
   74     195     397
  165      63      78
   22      85     459
   23     113     101
    5      15     187
  178     166     122
   60     182     490
    7      36     439
   49     113     361
    4     191     426
    3      55     244
   33     151     197
   31      18      34
  134      19     358
  174      85      17
  160     196     143
  180      74     112
   39     122       7
   27     190     304
  115     183      58
  131      41     126
  166     191     292
   21      78     184
   22     152     123
  151     165     260
   74      36     158
  121      67     313
   33     193     270
   80     179     332
   88     170     364
    4      35     411
  190     173     455
  180      42     235
   28     172     383
   74      88     426
   54      75       4
   25     158     151
  173     101     158
   26     113      66
   12      25     403
  136      66     466
   11     175     498
  105      52      41
  183       4       1
  100      73     283
  132      22     244
  117     186     236
   97      39     300
   91     126     124
  175     124     258
  123     163     234
   44     187     225
   52      89     113
   55       7     130
   99      35      11
  159     190      14
   42     100     295
   92       8     357
   58      92     176
  108     119     110
   16      46     431
  101     117     188
  168     142     383
  189      57     325
   46     184     143
  194     178     129
  180     108      62
  167     190      62
   92      45     454
   41      75      60
   29     167      23
   71     119     122
  133     198     321
    6     142     354
   51     168     185
  180     113     243
   77      78     397
   40      71     283
   29       9     136
  164      18     325
  134      75     208
   89     188     232
    5     172     294
   43      36     192
   72     142     186
  117     162     419
   17     200     403
   16     114     382
  191     195     319
  182     159     374
   59      81     195
  162     177     299
  105      92     254
  126      42     336
  131     190     485
   74      25     423
  169      66     312
   78       8     362
  148      56     118
   10     124     423
  166      85     451
  175      25     461
   29      41     195
  110      54     263
  128     150     437
  166      59      45
   33      74     396
   65      86     486
  148     154     228
  124     110     126
  193      97     194
  138      20     394
   61      97     275
  181     191      54
   88      26      50
  119      68      14
  142     103     269
  104     121     407
  184     173      50
   27      66     185
   54      33     489
   17      25     376
  171     120     484
  140     167     498
   44      52      70
  139       1     193
   37      13     201
  103     195     221
  187      58     108
  169     159     442
  169       6     176
   46      43     124
  127      85      99
  182     143     493
  113       7     132
  194     157     230
   49      49       6
  162     127     162
   90     172     490
  125      43     450
   56     188     227
   71       2     123
  151     140     294
  123     157     116
   96     152     186
   92      80      51
    5      61     292
   58     153     403
  144      84      83
  153     195     269
   39      34     286
   46      23     311
   63     119     336
   44      69     113
  195      90     257
  169     161     486
  119     166     246
   35     128      71
  197      89     316
   26      72     500
   13      79     383
   58     127      43
   51     124      72
  117      29     284
  183     158     417
  126     196     144
  105      48     448
   43     182     199
   64       7     241
   10     177      72
   15     156      39
  122     176     440
   32     140     411
   17      27     316
   79     168     497
   55     133     369
   40      89      16
  197     164     205
  171     109     402
  154     109     192
  109     165     484
   87      81     378
   87      70      82
   27     114     151
   26     140     145
    7     156     375
   11     166     444
   19      39     359
   75      10     447
   62      82     246
   52     172     360
   60      25       7
  199     137     438
  105      39     112
  115     171     164
  173       1     411
   63     118      26
   23      73     366
  127      62     241
   40     200     315
  181     192     266
  158      74     260
  111     115     335
  134      85     182
  102     171     127
  123     147     410
  186      94     465
  158     140     272
   99     107     290
   40     190       2
   83     194     486
   48     159     296
  196     131     355
  146     154     498
  167      18      85
  184      25     369
  151       8     183
   91     117     267
   50      86       3
  136     121     137
   16      33     473
  156      93     349
  145      28     471
   45     172     458
  106     193     289
    6     152     176
    1     139      69
  143     151     365
   53     183     146
   10     173      74
   96      55     442
  131     179     225
  152     157     420
   23      82     450
   35       1     266
  179     178     186
  177     112      92
  100     104      73
   48     174     308
   23     130     442
  187     126     247
    6     196     475
   20     171     439
   28      31     287
   23     166     449
  163     143     125
   81     159     317
  157     134      97
   62      51     399
  151      49     437
   56      48     449
   81     135     157
  167      82     419
    6      82      49
  181     137     155
   85     163     342
   68      94     399
   98     193      76
   60      44     463
    3     111     163
   98      41      60
  175      17     273
  103      44     427
  154     175      46
   33     173      28
  196     160     446
  154      62     209
   55     135     152
   97     131      86
  180     122     329
  200       8     236
   35     111     469
  190     155     112
   46     158       4
  143      89     181
   22      29     321
   29      60     385
  185      56     147
  130     147     205
   20     175     239
  152      54     457
   75      79     345
  158      13     286
  190      81     178
   78      45      18
   51      48     334
  168      21      98
   44     164     150
   95      72     485
  180      19     428
  197     101     278
   72      57     368
  103      50     384
   60      68     236
  162      29     408
   78     101     433
  121     200      93
  102       5     400
  157     169      62
  106      44     131
  158     100     452
  148     146     237
   19     108     407
  138     147     444
  174     153      56
  112     149     209
  196      60     155
   37      65     443
  110      39      44
  148     116     147
   84     118     317
   35     142     364
  187      16     468
   23     136      30
  100      69     309
   79     135      45
   23      11      29
  155      40     424
    9      15     159
   49      73     306
   33      48     174
   60     117     160
  163     184     435
   48      69     469
   90     172     103
  195     111     124
   57      50      76
  199      27     474
   54     151     372
   99     144     435
   75      60     250
   54     169     491
  144      92     170
  107      95     179
   41      97     348
  140      62     231
  137      32     433
  132     177     326
  106      20      63
  131      91      48
  122     166     441
  172     164     370
  175     122     397
  132      18     152
  144     161      29
   92      44     273
   41     200      72
  107     114     220
  200     139     313
  198      89     235
    9     198      69
   21     105     311
  172      61      79
   83      80      11
  159     195     448
  105       3      73
   77     103     265
   27       9      32
  173      58     461
  173      50     297
  177      25      33
   21      34     292
   29     197     490
   98      47      24
   31      18      17
   81     179     301
  200     144     226
    9     136     359
   25     193     112
   99     177     366
  114     136     396
  198     131     421
   10      74     425
    2      55     256
   34     117      61
   29     107     409
   72      98     451
   49     130     239
   22     181     186
  116      40      21
  131     189     365
  181      44     343
  103      27     166
  176      36      96
  111      71      27
  192      92     302
   33      31     287
  132     123     104
   71       9     249
   93      43     479
  190      86     267
  119     154     499
  179      39     495
   36       2     487
   83     173     484
   13      20     143
  155     159     137
  151      83     144
    3     129     119
    8     106     431
   21     187     379
   44      54     386
   11     106     170
   15     153     429
  140     129     176
  165      94     441
   94      73      65
  143       8     253
   25     122     227
   95      51      61
   67      22     483
  152      10     420
   95     130     210
   24      64     251
   28      38     265
   90      66     329
  186     191      27
  171       8      94
  152      52     478
  193     197     410
  135      28     268
  111     141     448
  123      79     336
  118     148     179
   50      31     126
   46     137     116
   52     140     230
   24     106      75
  141      97     469
   75     113     139
   80      76      10
  162      66      20
  149      54     234
  168     111     291
   70      48     425
   70      29     364
    9      37     473
  174     168     453
   51      36     109
  185      43     267
   37     113     332
   69      62     262
   14     153     123
  144      65     471
   28     161     204
  101      30     392
   15      79     286
  171      51     486
  172      52     107
    5      44     329
   28     178     343
   64     169     424
  159     136     134
   60      14      48
   85      18     153
  179     166     173
  192     195     244
  125      95     319
   33      81      15
  131      95     204
   35     186      54
  176      21     488
  136      89     291
  191       2     396
   40     187     428
  142     181     258
  146      83     458
  162     176     334
   97     142     125
  132      78      16
  168     134     497
   61      91     308
   43       8     459
  147      20     369
  122      71     487
  100     179     352
   57     154     106
    6     102     126
    1     173      57
   50      39     208
  127       6     438
  117     121     423
   94      56     189
  168     192     197
   22     171     258
   97      23     119
  187      42     378
   35      66      54
  180      74     146
  152     131     279
   73     174     382
   45      21     267
   78      50      67
  187     175     477
   66      79     458
  143      56     373
  136     128     126
   38     200     246
  176     123     355
  101     112      68
  149     186     111
  159     143     317
    5      73     442
  105     152     163
  122      94     480
   73      12     221
  157     168     281
   67      42     127
  168     117     437
  186      23     241
   81      57     278
   25     166     442
  138      93     445
  131      87     178
  126      31      79
  139      56     401
   92     183      80
   72     143     125
  174     190      43
  121      94     165
   61     165     315
   40     134     226
  165     153     133
   56      90     155
  199      48     445
  166     157     396
  102     143     451
   26      62     231
   12      48     208
  200     199     326
   48       8     461
   77     134     181
   59      51     440
   95     132     401
   91      67     294
   78     123     196
   60      43      18
   32     159     203
    8      27     434
   79      45     210
  168     163     352
  106      49     489
   88     148      93
  182     128      69
  109     138     499
  176     126     132
   19       7     175
  119      26     329
   97     187     213
  184     167      29
   21      85     357
  196      92      50
   93     187     212
    4     119     466
  156      51     127
   66      48     308
   84      76     492
   88     170     423
   78      81      82
  143      74      20
   92     160     305
  141      10     309
   97      73     180
  123     179     141
   53      89     451
   69     157      44
   18      46     351
  172      18     435
   16     120     378
   71      12     279
   10     130     202
    6     188     139
   89       3     304
   52     158     245
   86      36      18
   74      77       8
  112      84     457
   83     116     442
  150     184      88
  197     111     160
   53     136      29
  153     134     153
  105     128     130
   11      19      26
  139      76      20
  164     143     120
   71     132     212
  188     118      91
   79     198     111
   17      60     166
  152     109      72
   96     110     494
  137     106     229
   12     131     124
  139      15     137
   15      21     305
   73      18     353
  160     153     218
  177     112      11
    3      46     449
  158      68      79
   14     156     225
  180     115      62
    1      78      69
  155     158     380
   66      36     118
    2     193     209
  148     157     379
   28     132      86
   20     140     236
   79      90     490
  108     158     390
  104      84     267
  188     101     315
    2      95     352
  151     163     376
  167      25     365
  145      53      83
  118     147      28
   78     124     218
  150      86     270
    2      60     199
  188     123     279
   75      41     176
  145     173     241
  165     191     207
  143     195      14
  112     182     380
  193      64     186
  200      65      18
   25      18      84
   19      39       5
  158      23     125
   86     143      57
  117      55      48
  128     133       9
   47     179     465
  172      91     340
  197      69     499
   78       1     110
   79      96     407
   91      76      26
   77      44      77
  198     118     440
  114      26     500
   80     172     460
   15     178     185
  192      99     156
   57      73     323
  169      66     333
   56      50     239
    8     138     492
   59     109     307
  146      81     485
  147      90     240
  137      27      95
   93       9     353
   89     121      74
  125     163      21
   16     149     194
  172     155      53
   46     124     274
  154      91     284
   27      86     179
   32     137     202
   46      52     442
   38      46     222
   27      72     354
   99      90     274
   48      76     143
  166      22     358
  198     199     294
   26      83     387
  105      68     100
  104     168     301
   89     121      45
  172      87     399
   77       2     228
  184       9     131
    6     165     390
  193      20     224
   71     165     120
  158     151     301
   90     168     134
   53     179      83
  138      19     183
  189     196     364
  130     156     210
  197     143     488
  143     110      52
  180     199     120
   69     121     428
  193     185     158
    1     107     204
  114       5     201
  196      65     480
   68      19     208
  158      68      22
    6      48     131
  153     127     352
  176      51     124
  128     126     383
  134      94     364
  173     168     330
  141      50     211
    5      62      57
   65      36     138
  151      38      97
  124     101     201
   44     127     454
  183      67     133
  161      16     107
  135     114     305
  176      31     277
  111     123     390
  115     198     454
  140      38     101
  184      52     150
  137     135     197
  133     172      21
   82     158      91
   55      57     479
  125      17     301
   32     172     149
   34     156      39
   25     109     225
  132      78     366
  190      50     419
  130      92      27
  191     102      15
  102     180     150
   35      34     139
   94     127     199
  164     130     111
  124      99      71
  163      45      50
    1      39      11
  104      31       7
   16      25      88
   30     108     341
   75       3     242
   68     164     404
  113     177     274
   16       4      70
  115      60     293
  126     144     180
  188     134      10
  188     116     379
   15     136     459
   14      73     366
  183      12     465
   19     107      32
   10      94     482
   26     184     305
   88     183     343
  105     149      45
  126       3      61
   30     139     413
  190      39     414
  169     199     280
  186       5     492
   80      35     221
   22      60     109
   17     137     204
  166     181     210
   58     120      41
  129     134     105
  152      92     327
  188      49     402
  152     185     172
  124     135     212
  182      85     372
  154     129     189
   21      17     232
  177     139      48
  196      33      48
  174     113     393
   88      47     249
   76      48     153
  157     122     458
  136      56      17
   12      93     310
  185      11      30
  189     121     216
  119      72      36
   23     115     259
  180      66      50
  136       4     156
   93     135     195
  185     125      76
    9      64     159
   85     130      48
  148     156     115
   33      10     218
  109      62     431
  187     189     386
   22      53     238
    4      79     115
    5     102     300
  156     199     500
  128      96     181
  103     164     321
   46      29      56
  113      24     442
  143      88     274
   95     134      59
   77     137      50
  117     168      44
  158      81     496
   38      21     252
  176     120     104
  150      88      89
   14      87      40
    8     166      88
   28     195     398
  137      62     280
   55       3      41
  150      75     345
  161      58     213
   85      65     375
   47     191       7
  106     170     145
  172     137     284
  121     121     478
    1     163     195
   59     108     161
   92      91     260
    9      12     414
  120      80     462
  114       8     170
   71     125      98
  118     141     181
  187     149     127
  181     176     497
   13     165     425
  101     189     387
  188     159     367
    3     113     201
   13      59     320
   59      63      30
  124      61     436
   57      41     464
    7      72     169
  135     158     330
  185      52     124
   60      68     266
    3      70     211
  119       2     437
    4      15     234
   15     120     414
    8      15     418
  151      68      17
   28      51      93
   31      35      17
   96      90     417
   86     102     330
  135       2     409
   36     169     213
  178      82     299
   27     175     366
   42      37     359
   50     154     469
   15      97     114
  175      86     415
   71     199     237
  145     124      58
  178      29     184
  140     188     164
  119      86     361
    8      37      98
   18       8      38
   30     127      18
   33      68      69
   56      84     474
    2     182     414
   31      21     321
   42     111     392
  175      88     341
  196     122     291
   25       6     401
  124      61     335
  131     137     364
  113     121     308
  119     189     447
  164     131     186
  186      23     480
  196     130     290
   52      32     297
  184     159     184
  151     168     387
  160      29      10
   96     183     480
  126     172       4
  198      14     206
  159      91     103
   95      25     320
   27      54     418
  123      80     170
  172     134     451
  100     166     384
  162      22     291
   31     168     189
  124      34     292
  165      32     221
  187      38     396
  187     157     450
  145      27     193
   64      35     320
  135      96     140
  146     130     469
  191     112     329
   30     192      90
   17     140      11
  177      47     401
   83     119     247
   13      76     452
    7     184      82
   50      23      54
  121     178     311
   19     191     146
  186      52     165
  185     114       7
   77     186     376
   49      50      76
    3     198     342
   61      99      35
   84     195     463
   70     176     415
  175      10     367
   83      13      82
   12      24     140
   62       9     440
  164      86     250
  175      18     271
  194     127       6
  194       3     354
  164     124     401
  171     133     336
   67     143     388
   72       2     209
  105       8     426
  188      49     234
  141     184     193
   45      41     228
   90      76     183
  106       1     242
  175      82     391
   73     154     404
  166      97     176
  119     170     151
  150      66     260
  147      51     309
   23       9     175
  164      46     405
  154     106     406
  198      65     324
   57      34     113
   96      74       5
  145     137     497
  156     178     289
   42      52     192
   57      91     318
  130      34     417
  153     110     450
   28     102     401
   64     149     140
   93     160     352
  107      22     137
  114      37     319
  199      20     388
   81     193     365
   40      96     488
  184      14     171
  101      46     184
   30     121     355
   71     186     470
  159      46     414
   37     152     487
   92     146     189
  146      53      63
  175      63     197
  146     185     111
  196     170      94
  124     172     258
  181     180      59
   79      69     492
   95     101     130
  199     157     286
   31     136     156
   14     147      92
  188      60     149
  136      95     236
  198     179     448
   54      17     446
   69     198     208
   47       5     316
   52      30      38
   10      38     448
  180     181     303
  193     131     295
   63       1      31
   63     121     441
   50     107      90
   95     199      43
   29      90     170
   37      40     258
  105     125     499
  172     153     243
  112       9      21
   26      84     207
   91      39     343
  194      78     274
   59      40     204
   34      35     237
  171     178     139
   69      42     202
  158       7     305
   90      54     262
   19      11     105
   52      93     410
   63     160     144
  111      77     236
  197     118     271
  156      15     283
  186      48     212
   82      56     346
  126      74     264
   22     103      94
  155      31     253
   78     143     347
  184     149     309
  131     128     483
   74       1     168
  196     140     341
   87       3     210
   47     101     348
  118      77     473
   37      32      93
  183      66     145
   43     192     446
   13     149     267
   33      12      92
  108     185      82
   87     142     268
   99      30      90
  176     137     226
   18      89     400
  127      69     316
  153     177     420
  198     106     213
  198       4     411
    4     184     226
  176      35     348
    3      41     269
   53     173     355
   22      82     499
   22      66     203
   51       7     245
   12     151     289
  143      18     459
   81       8     240
   51       8     381
   32     169     159
   99     135     433
  186      36      79
   61      15      46
  119     130     201
   78     100     263
  189      54     268
   28       6      21
  175     169     257
  102      78      12
   30      66     401
   91     184     336
   94     103     158
   10     195     165
  133      33     346
  178      59     202
  114      49      22
  170     189      49
   78     171      56
  170     161     426
   50     143     153
  144      48     388
   18     192     373
   27      62     486
   68     170     302
  135       1     382
  131     161     126
   11     103     344
   88      45      82
   82       8     439
   62     194      20
   65     121      21
  149     194      86
  167      63      42
   81      26      23
  130      79     489
  155     168     330
  117      99     230
  136       5     344
  123      57     498
  130      98     171
   99     106      79
   43      17     351
   63      50     484
   18     139      80
   91     135     438
   59     151     297
   74      80      21
   66     144      19
  102      58     315
  181     116     387
   79      50      61
  140      54     457
    8     140     435
  197      32     386
    6      13     344
  121     196     418
  158     194     206
  175     149     436
  177      71     495
  161     132     397
   55     135     182
   26      28     451
  145      89     436
  127     150     192
  200     183      13
   46     180      49
   75     167     253
  187     188     319
  140      42     119
  177     115      53
  153     169     248
  191      61     132
   11     134      19
   68       9      28
   53     119     124
   95       3     182
  170      24     142
   28      26     331
   80      65     162
  115     175      85
   50      93     304
   86     132     262
  195     109      17
   55      55     209
   76      28     492
    9      58     424
  149     149     227
  124     117     116
  149      14     479
   27     199     234
  174     176      22
   56     187      81
  126     105     456
   85      86     489
   66     200     454
  189     141     491
  126      89     482
   73      88     349
   73      45     396
  190      56     251
   99      49     113
   54       7     310
   38     104      82
   71      81      22
  142     105     242
   98      34      25
  134     106     120
  157      64     254
   30       8     257
  151     169     435
  130      93      71
  132      21     318
   40     164     404
  193      20     252
  200       3      44
   24     195     351
  140      16     106
  175     110      86
  150     175     447
   55      43     252
   26     102     480
  199      62     139
   89     146     329
  149      75     202
  198      29     150
   48      48     422
   92     159     367
   55     121     134
   33     132     357
   34       1      98
    3     145      52
   53      34     395
   58     144     285
    1     137     400
   50     107     314
   10     191     402
   92     123     362
   99     109     453
   81     120     184
  190      17     178
  168     166      80
  166      93     465
   18      93      82
  126     140     192
  158     137      42
    6     170     407
    6     132     200
   98      49      85
  135      16     141
  173     132     305
   59      11      12
  120      64     323
   70      88     421
  180     147     184
   18     140     167
  159      93     121
  160      58     272
    9      27     369
    8     118     359
  183     152     180
  105     120     319
    1     116     457
  146     132     206
  183     179     113
  192      95      94
   41       2     438
   14     173     378
  151     103     169
  157     116     494
  144       1     301
    6     140     267
  120     160     292
  192     122      61
  128      13     306
  184     177     496
   32      98      86
  117     162     346
    5     161     459
  163      23      90
    3     187      97
  111      84      82
  172      37     381
  180     192     357
   95     178     195
   57      30      54
  192     180     153
   25     151     262
  159      63     452
  140     186     180
   89     174     282
   13      12     309
   90     140      99
   85     117     247
  159     187     497
   21     102     350
  133      75     490
   54     142      48
   54      33     105
    9      11     443
  103     137     197
   56     132     491
   82      95     344
  158     172     206
   59      11     259
   54     171       7
   53      17     210
   90     167      41
  187     176     287
   61     153     216
  142      54     125
   25     109      94
  187     143     173
   58      12     299
  165       8     141
   63     134      80
   21      66     182
  123      38     367
  140      43       9
  175     138     488
   36     137     140
  114     148     124
  169     113     446
  131      26      26
   99       3     230
   14      83     258
   98      53      43
  116     150      20
    6     170     170
   44     133     383
  112      30     449
   99      16     300
  169     197     468
  110     147     207
   31     133      39
   56     192     345
   72      52     230
   50      51      71
  117     194      29
  186      10     105
  159      30     457
  157      44      20
  145     131     301
  183     150     440
  180     142      48
   49     136      18
  134     165      86
   54       7     203
  169      47     430
  100      50     317
   97     136     433
  107     158     426
  159      29     313
   66      48     435
   79     133     245
  170     159     246
  192       6      89
   61     162       7
  115     106     366
  191       4     100
  123     135      53
  170     156      80
  143      33     349
   37      26     243
  158      59     101
   63     161       5
   89     173      58
   20      73      72
  167     160     419
  156      73     299
   48      70     409
  175     160     271
   83     132     199
  175      93     399
  151      95     366
   30      73     399
  187      72      18
  163      64     351
   89     197     207
  113      24     483
  181      59     301
  179     160     132
   46       9      88
  157      66     307
   47     145     232
   27      70     102
  117     129     394
   27      60     401
  153     156     296
  119      59      82
   83      59     455
