  100    7000
   41      25      26
   68      30     450
   48       9      95
   91      42     433
   98      39     363
   29       7     351
   12      15     297
   31      31     202
   90       7     452
   92      66     289
   64       7     227
   60      12     186
   54      68     456
   80      79     351
   29      96      42
   72      79      88
   94      30     201
   80      72      75
   80      52     390
   61      41     239
   79      75     499
   54      83     307
   44      16     137
   27      28     145
   23      64     161
   60      80      29
   12      62     118
   49      37       7
   69      74     319
   21      15     275
   28      88     325
   68      39     416
   32      21     473
   66       4     302
   10      87     365
   81      72     429
   14      37     127
   46      77      72
   96      33     350
   53      78     144
   85      48     433
   40      23     488
   47      26      25
   54      57     240
   13      48     281
   83     100     181
   22      66     292
   92       3     153
    1       2     388
   95      56     302
   71      70     135
   35      16     440
   19      50     222
   61      39      57
   65      95     392
   63      16     382
   73      27     361
   47      30     250
   24      12     285
   62      46     452
   14      42     423
   14      53     181
   41      22     164
   69      39     494
   65      63     213
   40      84      70
   45      55      86
   86      14     393
   25       7     483
    6      57     297
   64      95     417
   80      97     409
   88      45     394
   96      33      25
   85      77     500
   39      84     347
   36      38     310
   35      65     386
   92       9     435
   42      53      30
   34      99      20
    5      19     374
    3      61     159
   12      64     373
   13      61     397
   83      29     398
   18      54     309
   51      72     237
  100      43     321
   59       6      49
   65      53     466
   26      30     195
    8      44     169
   98      75     121
    3      66      84
   84      60     305
   13      98     480
   76      92     451
    8      84     371
   80      93     296
   61      83     448
   19       3     365
   34      65     351
   96      52      89
   52      17     399
   18      24     260
   24      91     320
   50      86     480
   74      71     257
   71       6     255
   15      35     478
   85      32     332
   62      58      35
   77      78     353
   19      58      67
   19      92     317
   69      42     250
   82      78     347
   13      94     433
    1      19     151
   35       2     193
   52      15     234
   20      26     204
   12      12     329
   89      94      99
   51      38     178
   69      84       8
   79      51     424
   11      83     377
   23      99     144
   62      34      12
   45      61     191
   74      31     223
   38      43     468
   80      12     227
   69      90     435
   89      29     116
   25      49     290
   49      20     406
   84      54     155
   91      71      96
   98       4     166
   27      60     298
   94      29     367
   21      59       8
    9      99      77
    2      80     142
   20      69      62
   78      51      28
   35      84     306
   55      14     248
   76      94     492
   75      10     465
   74      21     422
   46      94      28
   53      52     291
   13      30     116
   51      72      56
   21       9     265
    9      72      89
   96      54     452
   93      73     121
   45      85      88
   97      37     443
   61       7     370
   95      14     454
   97      71     330
   88      39     432
   14      58     157
   96      82     214
   89      37     126
   46      45     200
   72      26      53
    9      41     382
   85      31     370
    3      83     335
   78      26     155
   23      79     314
   78      99     421
   15      30      10
   13      82     272
   30      20      34
   68      54     497
   89      84     288
   20      13      69
   69      12     465
    6      37     146
   55      72      68
   89      22      77
   27      83     312
   94      72     479
   15       2     498
   99      23     393
   90      38     287
   36       2     287
   18      73     190
    6       1     175
   34      94     256
    8      50     168
   60      44     225
    8      90       7
   40      56     137
   43      65      63
   13      15      23
   13      16     150
   68      43      19
    3       4       3
   27      11     400
    1      95     368
    8      71     175
   78       7     351
    9      12     341
   30      17     312
   98      70     404
    4      54     257
   74      26     298
   29      71      77
   44     100     181
    3      92     249
   93      61     187
    4      28     396
   87      81     389
   48      81     337
   56      69     280
   89      17     492
   13       6     316
   19       5     354
   34      22     384
   68      60     445
   74      32     425
   27      57     152
   46      33      79
   46      57     324
   93      32      93
   18      48     214
   25      51      39
   93      84     465
   55      40     350
   86      99     300
    3      16     385
   56      13     411
   44      81     168
   74      85     133
    9      47     281
   63       1     201
   85      87     146
    4      95       7
   53       4     140
   98      90     201
   65      21     396
   51      78     209
   47      74      23
   95      40      14
   46      20     351
   34      77     432
   80      14     454
   29       5     253
   27      49     391
   54      96     177
   68      32      59
   27      27      11
   85      57     365
   89      73     258
   60      81     301
    9      37     409
   87      21     196
   32      87     130
   64       9     246
   41      35      32
   93      74     462
   35      45       2
   22      15      43
   72      73     456
    6      11     341
   46      96     146
   91       2     365
   71      41      51
   45      65     375
   98      56     488
   34      17     196
   88      85      62
   94      35     205
    1       3     151
   98      97     425
   82      44     359
    2      58      79
   62       3     115
   51      65       6
   52      36      16
   20      95     157
   41      37     163
   17      54     253
   13      75      35
   41      31     405
   86      81      63
   36      45     282
   72      84     166
   13      94     257
   72      97     472
   12      75     450
   33       1     210
   83      24      63
   64      69     413
   92      75     322
   16      79      83
   32      84     478
   46      25      23
   36      41     208
   52      75     499
   11      10      59
   76      21     307
   75      49     439
   91      83     418
   88      26     136
   45      95     379
   97      82     393
   68      86     188
   61      97     144
   95       7     143
   58      93     347
   54      36     333
   44      96     268
   52      71     365
   44       1     123
  100     100     128
   67      64     188
   70      66     207
   94     100     145
   44      99     212
   29      85      57
    2      14     187
   56      98     272
   64      10     115
    6      78     285
   23      39     168
    9       9      98
   82      11     244
   88      15     100
   70      11      40
   59      29     435
   91      65     435
   95      96      55
   84      79     441
   58      66      72
   98      89     439
   99      34     490
   82      35     180
   33      14     399
    2       8     243
   76      12     202
   26      41     299
   72      23      48
   98      73     360
   11      96     379
    3      62      86
   49      53      66
   48      33     194
   30      98     246
   17      51     429
    8       3     407
   33      26     265
   45       9     415
   58      98     172
   21      33     107
   74      18     119
   83      95      77
   42      24     235
   58      17     407
   98      33      67
   99      74     463
   18      78     260
   81      62     250
   23      36      44
   21       9     302
   24      21     394
   83      45     497
    2      23     431
    6      91     338
   90      22     255
   28      77      31
   51      12      26
   75      15     226
   33      58     468
   86      26     146
    9       1     161
   28      96     382
   82      63      79
   73      89     323
   98      28     197
    8      59     196
   23      28     302
    4      58     280
   46      21     223
   42      46     119
   52      58     467
   62      26     397
   56       8     386
   53      13       6
   83      27     452
   38      10     248
   93      12     321
   89      92      93
   35      70     160
   56       3     437
   29       8     267
   88      39     396
   59      71     269
   36      53     236
   22      44     112
   51      22     453
   48      77      91
   12      18     116
   32      63     131
    2      98     415
   85      81     169
   78      23     301
   50      42     209
   33      18     370
   86      45     348
   54      21     185
   73       3     321
   91       6      77
   13      57     229
   98      52     440
   19      52     121
   92      95     194
   36      57     167
   11      93     196
   82      58     372
   63       7     297
   29      92     448
   41      85     246
   59      34     412
   38      21     488
   99      52     431
   10      45      55
   40      61     103
   77      84      17
   72      62     306
   23      99     315
   83      26      68
   36      37     109
   12      39      89
   49      22     368
   41      52     340
   40      89     213
   14      38     451
   82      18     404
   46      74     346
   88      12      10
   17      97     272
   70      94     250
   47      35     310
   49      74      13
   33       7     215
   84      22     187
   62      30     134
   58      50     167
   34      12     281
   32      83      69
    7      74     253
    4      61     221
   52      95     458
   40      85     257
   55      57     158
   94      37     379
    3       7     482
   74      48     442
   37       6       3
   12      19     234
    5      24       7
   72      78     344
   73      55      65
   58      42     320
   11      36      97
   37     100       5
   57       1     259
   90      92     292
   37      58     462
   50      62       9
   20      75     362
   18      48     134
   85      29     287
   37      48     128
   73     100     432
   60       9     249
   52       9      96
   52      19     284
    8      80      80
    6      58     302
   82      26     264
   62       8     124
    4      57     301
   13      63     474
   16      21      79
   66      71      65
   37      90      13
   60       8     235
   12      39     436
   77      71     316
   83      81     249
   61      88     235
   25      32     273
   93     100     203
   75      92     274
    9      95     370
   15      44     214
   50      65      23
   44      92      22
   92      83     373
   96      40     449
   84      23     362
   97      42     147
   43      92     347
   40      39     207
    2      26      77
   89      98     444
   48      58     379
   35      35      39
   42      12     388
   28      70     218
   90      28     135
   84      87      57
   72      15     317
   92      38     473
   38      14     372
   77      18     442
   31      18     346
   31      49     111
   37      58     330
   28      73     402
   90      70     370
   55      16     412
   72      79     290
   88      19      39
   20      89     166
   10      45     471
   76      50       9
    1     100     220
   23      96     304
   47      34     248
   70      50     295
   92      89     225
   78      19     336
    1      14     271
   78      26      24
   76      79     361
   53      69     294
   15      25     428
   19      45     390
   96      94       8
    8      48     156
   56      48     412
   27      86     135
   88      39      83
   71      13     380
   40      75      87
   39      84     316
   79       8      41
   72      51     472
   22      29     186
   89      71     339
   97      16     131
   49      38     144
   49      72     284
   37      20      97
   74      67     371
   36      54     164
   61       2     376
    9      82     227
   53      87     380
    5      70     199
   26      67     117
   20      81      54
   82      75     469
   44      47     303
   51      77     441
    1     100     473
   23      47      32
   78      49     126
   51      40     189
   83      38     383
   81      97     140
  100      28     365
   24      38     166
   97      89      41
   19      11     411
    1      81      88
  100      18     184
   88      18      93
   26      17     204
    8      10     278
    1      72     384
   72      19     471
    5      32     397
   31      63     221
   72       5     448
   23      79     399
   87      51     401
   18      51     360
   12      91     349
   50      90     283
   64      45     138
   71      31     175
   56      23      65
   86      13     231
   81      76     158
   76      90     295
   35      25       4
   14      45     275
   55       5     445
   74       5     431
   15      60     324
   70       5      84
   20      56      99
   49      67     226
   69      43     428
    7      81     133
   67      50     129
   12      60      66
   71      48     329
  100       4      76
   42      68     129
   47      18     225
   86      60     292
    6      31     212
   78       6     417
   11      32     267
   16      98     282
   15      32      97
   23      56     326
   53      19     275
   81      87     354
    4      64     370
  100      99     189
    5      86     477
   30      61      52
   23      16      25
   60      35     403
   28      77     235
   75      67     218
   18      53     281
   19      93     279
   32      73     107
   74       1     487
   14      62     300
   39      24     381
    4      26     142
   19      77     286
   27      31      88
   38      60     272
   56      57     446
   37       9     376
   37      35     327
   47      29     269
   86      11     237
   29      58     102
   34      29     245
   51       5     361
    5      66     452
   23      97     149
   37      27     477
    3      64     210
   53      47     197
   78      79      67
    3      19     255
   99      60     142
   59      44     393
   20      75      62
   32      40     293
   49      69     345
    3      55      13
   84      55     246
    5      39      43
   66      73     228
   88      58     403
   42      39      56
   64      93     495
   85      52      80
   39      53     444
   73      66     164
   51      65     425
   42      62      56
   51      81     172
   96      69     207
   69      45     192
   81      65     487
   36      79     398
   51      74     146
   33      22     490
   32      85     113
   29      84      29
   83      72     242
   61      24     413
   65      65     216
   18      70     270
   19      31     268
   75      59     370
   75      92     125
   58      76      59
   49      79     103
   57       3     437
   67      97     492
   26      86     443
   85      85     124
   98      45     117
   62      95     364
   11      96     343
   15      10     197
   47      27     218
   30      32     163
   44      75     161
   28      15     466
    8      32      61
   29      63     218
   23      72      36
   61      60     456
   81      76     439
    8      79     204
   97      55     255
   32      27     200
    7      47     372
   33      54     272
   72      71     330
   32      60     239
    2      52     165
   46      87     268
   97      41     101
   49      87     413
   43      80     188
   18      84     409
   25      55     118
   89      86     207
   54       3     287
   25      39     451
    4      78       2
   91     100     296
   83       2      64
    6      94      48
    4      18     495
   11      45     372
    1      98     172
    1      57     352
   31      69     481
   11      72     468
   14       9     218
   90      91     138
   31      65     337
   63      41      53
   68      42     418
   21      44     179
   89      94      18
   23      15     144
   52      63     354
   46      77     423
   57      11     426
   27      89     309
   22      49     308
   71      53     232
   97      28     227
   48      67     330
   56      34     415
   87      35     286
   89      20     296
   61       4     198
   91       6      23
   57      20     127
   37      93     130
   85      86     150
   34      62     143
   42      59      52
   43      61       7
   87       6      28
   76      47     378
   20      21     275
   31      26      20
   83      96      51
   53      90     358
   56      63     447
   40      32     457
   79       1     181
   72       1     139
   94      70     498
   21      26     285
    5      12     302
   60      85      64
   31       1     294
   44      87       7
    3      50     484
   91      60     378
   18      31     230
   38      82     345
   91       2      24
   95      97     498
   85      73     229
   48      72     127
    1      32     120
   11      26     175
   22      35      59
    5       4     426
   81      73     374
   60       6     191
   86      65     399
   41      20      70
   58      11     441
   65      91      46
   30      27     125
   92      91     321
   71      29     305
   32      33     408
   69      10     494
   49      10      50
    4      88     316
    7      16     193
   69      71     349
   84      71     157
   25       7     334
   86      55     403
   28      95     132
   62      11      35
   13      61     212
   26       6     423
   28      53     486
   69      67     113
   54      74     137
   98      37     346
   22      75     426
    5      82     156
   28       4     114
   75      10     165
   36      48     316
   81      37     420
   60       6     172
   97     100     439
   94      40      26
   44      64     189
   81      12      71
   44      84     170
   31      40     426
   86      83     358
   68      17     427
   57      49      33
   40      88     307
   26      67     353
   48      14     190
    6      91     293
    4      27     485
   59      58      90
   96      32     112
   80       4     310
   45      78     365
   78      68      55
   25      36      74
   23      13     452
   66      92     325
   49       1     351
   47       1     187
   33      79     413
   13       4     280
   29      52      43
   43      42      38
   83      18     264
    3      91     101
   52      64     298
   33      73     280
    5       5     427
   98      32     352
   39      52     412
   99      19       9
   93      28     166
   47       2      33
   38      79     333
   98      89      58
   26      10     436
   57      69     129
   80      71     413
   67      51      59
   41      70      38
   85      92      26
   44       3     307
   29      95     112
   48      19     121
   70      26     174
   29      70     119
   54      84     332
   22      15     287
   15      18     170
   62      45      41
    8      52     364
   98      37     118
   18      76     144
   62      79     455
   61      99      46
   83      13     365
   24       5     183
   94      41     213
   76      69     183
   75       5     163
   39      42     282
   11      49     331
   38      39      33
   76      22      32
   63      88     135
   55      99      39
   16      52     173
   32      39      21
   48      14     224
   86      52     288
    6      30     471
  100      72     112
   55      20     423
   57      69     122
   69      19     487
   99      46      16
   91      67     419
   53      60     359
    1      73      80
    6      87     107
   86      14     242
   81      14     125
   45      38       2
   83      16     349
    1      95      85
   83      97     410
   15      23     312
   31       1     247
   81      61     429
    4      39     245
   71      76     467
   29       9     160
   91      57     132
   86      51     386
    2      71     247
   32      13     194
   49      42     287
    1      46     500
   78      24     459
   99      58     197
   13      70     465
   56      13     416
   53      49     230
   79      23     356
   77      38     157
   74       1     345
   92      69     259
   97      56     340
   44      82     139
   92      51     487
   13       3     396
    4      76     277
   17      21     361
   25       1     209
   63      17     108
   41      49      35
   66      86     156
    4      38     162
   52      90     270
   98      29       6
   23       3       4
   29      42     366
   55      80      93
   77      79     397
   11      85     469
   91      49     256
   16      44       9
   82      87     391
    2      81     110
   61       8     203
   42     100     210
   42       6     339
   96      38     280
   38      16     210
   79      30     432
   53      90     192
   45      39     379
   81      58     413
    5      26     397
   37      73     476
    2      38     163
   25      19     490
   87      66     422
   92      72     179
   63      93     214
    6      53      91
   65      55     293
   20      86     303
   61      56      88
    9      65     352
   37       3     143
   66      17     430
   50      12     440
    6      55     279
   39      82     466
   96       5     358
   24      87      78
   22      36     239
   52      82     436
   86      71     216
   11      88      56
    1      86     494
   57      19     125
    7      51     131
   13       1     240
   53      57     198
   73      58     161
   43      46     203
   70      90       2
   96      53     494
   17       7     206
    8      17       9
   11      87     195
   69      39     401
    2      81     285
   54       6     420
    8      81      54
   53      60     231
   88      33      79
   28      41      53
   71      38      98
   19      43     128
   82      96     178
   93      94     356
   91      35     136
   21      94      81
   29      26     129
   90      33     300
   32      10     154
   80      39     405
   61      69     204
   20      29     184
   50      20     140
   48      64     447
   46       2     311
   32      13     421
   21      35     438
   88      66     416
    7      44      61
   13      73     282
   60      23     341
   47      77     380
   35      51     433
   63      28     330
   93      38     226
   75      19     332
   87      65     405
   22      14     121
   60      42     428
   13      98     287
   36      75     393
   69      12     422
   90      10      82
   58      64     182
   14      27     417
   16      58       7
   92      61     253
   52      94      64
   65       3     497
   22       1     178
    9      18     413
   68      79     139
   80      52     477
    4      37     127
   92      63     283
   71      10      31
   59      77      18
   18      41     366
   50      96     109
   67      36     480
   63      98      33
    7      92     215
    7      11     241
   52      71     362
   96       1     197
   12       6     495
   42      50     160
   63      32     439
   18      30     493
   36       8     361
   79      67     289
   90      61      74
   40      85     339
    6      29      13
   87      79     187
   84      23      53
   10      53     351
   50      54     264
   63      44      86
   90      36     180
   84      47     432
   54      68     452
   37      68     485
   95      15     100
   28       5     212
    1      43     301
   94      83     164
   72      70     178
   12      87     169
   29       5     321
    5      65      10
   87      30     317
   12      54     267
   13      99     441
   31      60     146
   17      59      90
   39      80      64
   95      40     100
   28      35     118
   26      18     190
   22      12     483
   83      72     268
   89      20     385
   72      18     103
   37       7     125
   69      71     202
    3      30     242
   27      12      23
   29      53     336
   57      62     321
   66      10     264
   52      19     345
   58      36     129
    4      17     355
   74      31     480
   99     100     298
   38      98     387
   20       3     243
   39      76      99
   62      11     248
   22      18     292
   89      66     378
   67      41      77
   11      37     400
   36      77     444
   62      31     216
   76      49     135
   66      80     442
   33      25     433
   82       8     246
   62      62     204
   91      48      96
    8      78     134
   60      98     126
    2      33      63
   68      59     315
   22      68     367
   44      46     102
   52      41      22
   54      24     254
   48      77     448
    7      75     264
   27      54     246
    5      56     135
   54      95     227
   25      62      49
   15      31     458
   62      90     283
   62      28     240
   49      77     216
   66       8     238
   10      79     492
    5      68     323
   81      44     170
   18       8     461
   39      84     245
   68      91     305
  100      62     417
   10      23      49
    9      54     459
   81      48     148
   36      83     464
   59      82     469
   22      91     482
   99      26     194
   79      86      72
   18       7     235
   73      24      78
   28      73      89
   48      86     291
   28      39     324
    2      51     419
   54      27     287
   86      55      29
   21      77     325
    1      42     285
   77      28     276
   57      30     241
   63      85     232
   68      36     152
   95      19     297
   52      37     497
   77      49     255
   38      34     395
   40      78     142
   54      48      28
   88      39      31
   12      61     448
   23      84      76
   49      13      75
   90     100     363
   76      55     340
   84      41     424
   48      58      94
   77      67     414
   19      18     216
   68      74     203
   60      45     361
   65      49     183
  100      65     420
   19      34     223
   24      42     392
   57      72     355
    5      80     465
   88      72     245
   20      40     206
   88      78     125
   17      58     496
   26      79     427
   75      81     100
  100      56     257
   99      58     277
   53      27     380
   41      27      53
   23      74     266
   21      26      65
    8       4     466
   48      44      57
   43      57     370
   33      88     113
   65      36      47
   73       9     306
   30      99     386
   18      64     251
   10      72     387
    3      19     177
   83      10     254
   55      30     478
   38      75     458
   34      53     102
   28     100     248
   52      84     100
   90      47      73
   78      64     454
   45      76     308
   78      36     226
    6      40     470
   13      76     473
   51      97     369
   43      96     128
   34       7     276
   45      95     340
   41      96      11
   13      73     414
   66      99      28
   35      32     168
   84      92     112
   52      76     342
   20      10     453
    3      90      59
   25      74     242
   14      90     227
    8      58     261
   22      81     347
   71      12     221
   40      88     282
   90      88     336
   85      76      24
   81      21     190
    1      27     260
   78      77     313
   47      31     325
   45       2     376
   81     100     271
   69      48     388
   12      19     339
   39       4     287
   62      38      40
   11      23     402
   87      49     126
   32      75     346
   62      31     469
    1      18      23
   29       8     104
   46      77     415
    1      65     291
   79      12     340
   36      42      50
   96      50     305
   13      63     458
   21       7     136
   79     100     112
   81      23     433
    4      87     484
   78      87      18
   51     100     321
   42      96     109
   28      41     187
   89      19     407
   65      59     415
   83      35     369
   69       8     365
   76      84     113
   85      12     344
   82      73      75
   63      79     246
   49      52     482
   19      68      70
   54     100     183
    7      39      25
   55       5       6
   68      18      79
   70      55     211
   39      24     271
   22      90     312
   16      16      41
   15      60     307
   92      49     483
   18      70     210
   86      23     456
   87      28     152
   71      44     341
   54      17     224
   72      80     295
    2      51     101
   82      30     226
   87      55     177
   59      48     204
   61      82     354
   29      55     144
   38      63     449
   53      62     367
   45      69     388
   72       5     107
   67      99     226
   17      94     163
   61      97     221
   91      38     299
   26      56     152
   91      93     247
   52      86     301
   64      27     143
   76      65     232
   98      82     138
   65      53     185
   60      46     409
   61      84     391
   58      39      69
   56      52     311
   17      74     379
   63      73     481
   42      49      65
   73      14      61
   78      94     346
   60      38     259
    1      93     157
   50      98     462
    4      72      38
   28      58     356
   95      80     325
   10       2     359
    4      15     297
   66      72     412
   75      64     167
   91      93      59
   25      15     412
   35      87      81
   55      91     368
   96      92     485
   12      40     134
   87      97      67
   12       3     171
  100      80     160
   21      85     170
   55      13     361
   27      51     422
   73      17      51
   32      90     492
   15       4     185
   67      86      78
   17      22     463
   76      52     143
   38      17      93
   72      34     141
   62      65       6
   43      35     258
   15      51      35
   15      23     481
   64      20     377
   58      96      83
   45      16     426
   15      56     399
   87      25     324
    3      49     416
   68      72     157
   96      36     339
   93      34     409
   49      70     485
   50       5      56
   87      17     401
   89      84     175
   58       1     117
   93      92     265
   30      62     109
   38      49     265
    3      61     160
   95      83     394
   20      40     244
   75      72     230
   79      59     252
   12      33     256
   18      23     192
   19      17     246
   42      30     483
   50      53     242
   87      64     337
   54       4      56
   25      71      57
   58      44     142
   26      49      91
   52      62     422
    5      87      71
   25      80      51
   55      43      30
   86      22     319
   93      72     232
    5      34     488
   68       8     376
   92     100     183
   98      29     305
   89       6     397
   80      98     126
   34       1     128
   18      83     306
   31      72     464
   16      95     102
   46      78      31
   37       9     207
   41       8     389
   84      37     195
   73      37     205
   50      74     153
   43      97     345
   13      75      74
   56      45     164
   53      84     223
   23      71     380
   45      37     424
    5      60     386
    4      91     115
   61      16     386
   70       5     244
    2      19     424
   40      93     288
   44      27     419
   31      87     370
   22      69       9
   98      13     172
   69      41     278
   75      67     273
   34      92      72
   98      21     470
   87       5     298
   15       1     453
   50      69     316
   31      32     191
   58      40     287
   75      12     460
   16      74     127
   19       6     257
   28      79     432
   73      38     327
   96      76     293
   40      38     319
   69       2     297
   82      91      52
   33      26     366
   24      59     194
   62      45     215
   12      52     490
   27      99     498
   13      63      36
   98      49     441
   83      50     467
   38      76     391
   28      93      32
   23      34     242
   98       3      32
    3      79     129
   27      47     325
   19      54     109
   61      89     298
   80      57     253
   80      74      82
   89      13      17
   17      62     452
   45      26     274
   21      40     418
   94      15     461
   71      19     161
    8      97     436
   86       3      28
   66      18      94
   85      47     472
   64      82     374
   37      73      69
   82      65     362
   18      41     262
   95      41      20
   32      99      41
   91      16      51
   37      85      83
   25      56     192
   71      74      47
    2      65     393
   24      64      24
   93      99      49
    4      35     444
   34      98     257
   29      16     407
   92      30     240
    7       3     439
   80      13     207
   33      74     151
   59      36      81
   41      43      58
   26      97      65
   19      28     310
   51      39     371
   37      52      99
   58      62     160
   28      42     257
   26      59      23
    5       9      53
   20      39       6
   61       8     387
   86      58     463
   78       8     349
   37      14     470
   41      91     309
   56      85     473
   27      11     452
   45      20     377
   44      56     264
   93     100     405
   50      25      73
   12      33     465
   18      23     451
   41      15     335
    8      32     215
   97      18     222
    4      20     312
   11      45     241
   54      88     225
    7       2     398
   56      14      73
   41      47     129
   16      88     126
    8      58     246
   36      89     300
   91      49     306
   41      92       8
    3      53     195
    2      67     230
   47      93     204
   84      39     407
   33      19      58
   57      73     179
   28      37     373
   54      65     333
   90      88     187
   30      92      31
   10      42     254
   64      68     427
   45      52     275
  100      53     284
   17      41     137
   42      63       2
   62       1     289
   81      56     217
   63      29     372
   12      28     308
   15      17     386
   51      24     145
   71      73     394
   69      95     289
   57      48     456
   62      26     307
   40      72     221
   77      66      94
   63      24     351
   27       4     117
   47      63     148
   56      35     344
   80      76     482
   72      69     338
   89      86     438
   99      67     248
   97      30     161
    5      67     309
   48      93      15
   77      40     126
   30      73     187
   31      87      43
   55      81     178
   99      46     314
   90      38      50
   23       8      16
   71      22     487
   60      57     382
   84      25     137
   93      17     329
   79       7     298
   65      98      34
    4      46     326
   74      72     464
   76      40     259
   39      31     233
   49      93     292
    7      80     262
    7      38     324
   65      65     278
   69      15       2
   27      41     273
   23      29      29
   51      37     466
   37      58     417
   83      47      72
   45      42     474
   31       5       6
   26      72     251
   12      56     123
   60      36     134
   12      48     223
   45      31     353
   14      14     386
   65      93     206
   57      79     433
   33      96     335
    3      61     379
   57      23     120
   35      18     421
   79       8     189
   62      83      31
   22      96     165
   78      87     483
   65      54     372
   88      85     141
   87      41     266
   40      18     250
   72      55     457
   43      41     188
    1      62     426
   91      40     305
   47      83      38
   53      76     168
   81      27     144
   52      40     235
   60      45     464
    7      59     161
   12      86     239
   27      95     426
   73      72      56
    4      45      92
   70       9     305
   42      86     122
   86      35     173
   44      28     414
   19      18      49
   69      74     487
    6       7     212
   77      56     217
   29      96      31
   88      79     255
   79      67     265
   87      90      36
   22      64     242
    3      35     321
   50      17     346
   54      21     203
   18      40     404
   64      93     264
   10      63     413
   81      61       3
   92      79     465
    3      12     153
   39      71     359
   61      94      55
   38      78      57
   70      93      99
   27      55      31
    8      84      68
   64      65      74
   76      42     332
   49      20      60
   79      19      33
   73      97     473
   71       2     405
    6       5      79
   49      81     178
    4      88     100
   99      33     421
   56      47     363
   29      81     494
    5      62      85
   86      84     251
   15      27     325
   70      67     327
   61      68      49
   61      48     492
   54       3     162
   12      49     298
   78       2     268
   60      10     395
   82      25     491
   98      21     163
   19      45     286
   17     100     304
   37      52     121
   59      81     341
   38      37     165
   70      71       6
   18      53     434
   82      62      29
   15      43     374
   65      20      56
    8      66       3
   14      28     120
   89      83     378
   56      87     157
   56      37     338
   52      45       3
   82      52     467
   52      93      27
   83      51     186
   83      96     259
   88       9     477
   57      28     402
   48      90       5
   65      60     357
   86      47      17
   43       1     486
   58      44     422
   46      78     390
   99      98     279
   28      73     387
   36      28     467
   30      87     322
   30      37      28
   90      21     322
   45      62     237
   27      38     251
   49      60     428
   70      24      63
   82      83     325
   85      21     481
   20      37     412
   86      37     278
   54      23     185
   33       2     448
   93      55     359
    7      21     122
   85      74     164
   35      84     412
   88      77       9
   31      53     141
   32      21     411
   78       2     447
   74      31     432
    9      88     396
   41      72      81
   25      11      80
   24      97      63
   41      96     406
   93      99     321
   16      55     136
   38       1     196
   86      34     215
   57       2     221
   41      85     178
   49      50     237
    9      27      49
   50      29     445
   60       2     163
   96      44     173
   40      52     271
   27      33      69
   32      45     130
   38      86     212
   67      29     221
   44      31     395
    3      11     161
   91       6     357
   91      97     472
    8      70     140
   44      86     469
   66      52     230
   12      14     410
   99      47     449
   63      41     114
   15      90     346
   43      55     349
   23      35     434
    1      18     458
    5      99      50
   88      74     363
   36      25      42
   30      71       6
   73      21     105
   76      23     248
   93      89      41
   23      33     127
   36      96     409
   34      65     172
   88      77     206
   95      19      43
   57      52     293
   72      76     363
   32      66     168
   36      14     191
    7      46     281
    9      98     386
   46      25     479
   38      65      59
   70      63     107
   85      55     271
    6      19     295
   52      95     474
   64      20     156
   72      75     492
   95      18     344
   35      30     169
   55      21     410
    6       6     340
   85      49     154
   67      71     418
    4      19     327
   46      34      14
   82      34      63
   71      56      95
   42      36     462
   25      95      86
   55      78     159
   63      69     335
   31      47     293
   98      19     154
   12      57     272
   84      74      11
   74      52     279
    8      92     461
    5      63     499
   37      92      73
    2      98       4
   43      15     121
   79      35      42
   92      79      63
   82      22     482
   63      86     350
   27       2     491
   27      15     160
    6      41     488
   61      33     425
   13      18      91
   63      90     407
   62      57     113
   38      64      75
   20      99     207
   93      81     125
   65      80     421
   90      13      95
   40      74     115
    4      13     380
   71      30     252
   77      12     417
   92      65     144
   11      60     440
   10      24     353
   32      70     272
   58      19     188
   55      28      37
   41      49     420
   46      83     421
   56      12      79
   71      39     230
   75     100      88
   77      46      50
   76      19     445
   70      13     445
   99      19     149
   12      31     130
   82       3     305
   65      38      66
   56      31     149
   30      51     490
   29      23     480
   34      20     208
   60      72     346
   60       2     220
   20      45     427
   80      83     282
   76      87     113
   89      78     154
   70      81     454
   69      54     195
   14      21      95
   65      55     465
   16      62     238
    9      26     349
   57      66     196
   73      30     346
   73       1     484
   48      48     179
   80      50     140
   70      46     457
   59      13     134
   33       4      45
   14      75     350
   84      60     109
   88      98     338
   84      31     363
   17      91     377
   76      77     263
   48      57     149
   89      81     469
   55      23       5
   32      94     279
   34      72      54
   75      55     109
   97       9     298
   51       8     372
   40      27     364
   88       7     293
   33       2      95
   21      62      14
   79      90     128
   86      31     491
   77      31     174
   76      87     309
    2      56     326
   30      79     171
   32      70     218
   91      10     276
   58      40     486
   78      41     417
   34      63     194
   82      60      11
   50      78     462
   81      57     210
   51      56     393
   75      20      45
   80      84     167
   58      37     295
   25      77      33
   84      97      61
   36       6     112
   21      18     111
   13      72     176
   25      22     232
  100      34     185
   93       9     497
   81      77     256
   39      85     287
   68      29     400
    5      36      67
   68      36     310
   97      64     312
   55      94     441
   50      35     341
   62      52     274
   83      20     494
   26      81     469
    5      22     285
   68      14     229
   64      55     237
   60       3     308
   11      25      45
   71       5     403
   72      54     457
   38      62      70
    1      96     118
   26       1     234
   30      95     383
  100      53      94
   63      47     408
   33      21     318
   83      75      32
   23      72     456
   39      15     242
   51      19     463
    4      94      64
   52      70     198
   73      33     112
    9      26     341
   73      21     184
   30      78      97
   47      46      15
   25      26     383
   66      81      33
   40      54     489
   39      69     204
   92      46     242
