  500    5000
  448     111     416
  394     112     106
  231     429     473
  292     165     225
  418     251      92
  270     498     307
  158     399      27
  101     148      55
  318     434     121
   89     370     212
  437      60     263
   47     169     415
  479     326      85
   28      51     166
  435     243     244
  170      34     256
  158     229     443
  371     390     161
  498     140     219
  276     212     382
  126      15     229
   43      72     342
  422     271     180
   20     449     263
  131     422     411
    1     400      11
  174     468     461
  469     372      12
  130     419     325
   56     352     270
   54     254      31
  262     355      92
  427     132     174
  125      58      30
  384     493     242
  240      76       5
  342     465     390
  412     481     387
   28     444     181
   56      36     201
  207     132     110
  264     492       4
  235     487     238
  312     488     397
  240      28     417
  496     254     282
  298     238     193
  273      38     360
  233      68     289
  180     319     442
   73     450       7
  355      40      62
  243     476     251
  366     386     234
  217     144     277
   95     466      17
  468     152     140
   58      76      84
  437      88     159
   91     437     129
  326     249      41
  379     216      60
  260     371     394
  179     286     295
  233      76     435
   63     463     220
  338     367     196
  131     412     475
  462     324     198
   53     435     381
   62     487     335
   42     493     191
  466     158     424
  486     239     387
   64     314     303
   38     468     178
  422     299     154
  117      53      48
  131     163     137
  319     223     189
  268     382     167
   22     311     229
  452     475     456
  477      50      19
  375     239     199
  332     358     250
   76     298     121
  276      84      88
  390     468     397
  273     129     272
  158     496     130
  154     213     432
  415     418     436
  431     233     256
  409     447      43
  453      64     444
  202     279      48
  186     273     474
  317     276      70
  482     181       2
  392     161       9
   97     108      50
  376     335     208
  205     250     216
  138     101     302
  381     160     306
  268     309     419
  273      14     301
  252     277     350
  234     242     392
  306     356     153
   10     359     400
   91     319     320
  447     364     113
  409     458      22
  138     125      86
  169     292      37
  229      62     255
  399     370     497
  124     219     474
  283     457     435
  430     348     159
  311     292     137
  303     100      82
  309     339     155
  252     135     307
  344     458     166
  151      24     351
  120     236     115
  352     303     482
  105      19     469
  195     109     345
   44     352     489
  448     200     164
  494     184     273
  127     372      13
  216     245      10
  122     248     288
  215     440     378
  489     253     240
  291     112     471
  316      64     283
  103     468      40
  281      82     265
  477     491     248
   52     417     343
  434     183     188
  150     330     252
  106     399     334
  272     397     420
   66     115     297
  238     350     452
  280      98     299
  357     358     486
  390     349     234
   33     179     398
  179     201     251
   78     482     359
   49      37     166
   77     299     140
  252     372     498
  162     313     479
  206     329      96
   29     401     230
  432      85     411
  366     203      30
   80     314     449
  391      23     398
  443     498     335
  460     330     481
  297     180     499
   11     255     161
  395      66     387
  332      54     352
  477     308      40
  305      91      28
  418     170     171
  245     246     214
  117     403     306
  178     213     440
  229     172     100
   70     215     153
  329     105     432
  222     326     306
  199     264     287
  462     494     344
  417       6     309
  496     282     362
  102     269     414
   36     323     102
  380     167     396
   40     425      15
   85     307     347
   64     130     394
  452     245     452
   89     180      39
  165     323     491
  111     438     388
  207     162     141
  354     198     463
  476      35      89
  157     409     386
  394       4     275
   14     308     393
  287     375     112
  372      42      39
  454      35     381
   25     455      48
  355     287     173
  210      70     214
  496     105      97
  309     269     228
  415     462     220
  195     463      63
   44     336     299
  149     290     472
   72      95     189
  392     195     141
  435     107     387
  161     420     184
  217      90     210
  220     460     192
  369     417     191
  351     465     187
   49     321     108
  282      64     470
  164     471     137
  373      48      84
  190     148     282
  298     175     483
   85     479     165
   71     493     380
  223     390     108
  319     435     158
  446     125     457
  294     453     228
  256     161      28
  492     111     252
   38     429     241
   85     270     463
  480       8      22
  479     215     148
  173     281      41
  215     211     198
  176     239     255
  415      79      28
   48     389     169
   94     487     357
  146      87     387
  181      79     246
  243     233      20
  151      90     202
  461      55     378
  148      27     288
  188     278      68
   22     120     253
   24     426     443
  119     294     107
  184      19     118
  496      93     107
   12     110      46
  312     247     330
  335     173      88
  370      33      96
   39     289     252
  100     423     305
  417     489     434
   36     106     349
  457      50     465
  178     137     368
  103     390       9
  437      35     219
  128     119      82
  127     448     206
    3     428     290
  421     234      16
  319     245      99
  389     254     167
  243     231     371
  369     492     487
  386     431     487
  367     401     306
  471     198     127
  174     468     446
  406     295     297
  233     142     286
  417     326     295
  106     117      14
  375     221     114
  157     373     289
  417     370     159
  194      84     311
  242     146     421
  393      11     145
  486      41     426
   47     114     408
  496     425     138
  194     100     419
   28     319     158
    6     470     406
  111     252     354
   72     484     302
  398     171      27
  198      46     309
  424     141     205
    7     410     203
  402       9     254
  338     179     351
  484     269     362
  475     240     329
  478     182     144
   23     250     356
  472     284     384
  303      57     161
  466     325     461
  363     213     145
  455     291     257
  119     451      50
    8     257      51
  122      89     383
  414     344      64
  286      27     121
  256     471     126
  288     273     291
  318     200     449
  477      78     185
  168     426     144
  171      23     389
  347     113     208
  109     300      17
  289     496     180
  363     198     169
   37     249     338
   16      76     439
  115     411     351
  255     433      73
  403     449     268
  319     147     300
    6     492     484
  266     441      30
  413     215     290
  455     278     140
  242     183     177
  375     233     113
  263     427     265
  384     351     199
  100     167     105
  397     469     222
   76     103     417
  110     352     253
   89     120     500
  326     196     359
  436     249     368
  247     125      94
  115      42     212
  485      91      72
  280     296      48
  463     351     137
  227      96     458
  277     221     384
  328     403      91
  167      30     430
  470     250     348
  380     353     411
  352     106     131
    8      93     398
   50     371      21
   37     189     358
   50     189     401
  271     116     283
  279      81     358
  322     293     275
  175     190       5
  310     434     423
  429     293     142
  177     316     414
  103     138      40
  356     495     465
  305     286     476
  112      25     459
   71      31     381
  401      75     229
  161     350      59
  246     197     409
  149     429      20
  251     443      53
  204     308     448
  113     455     142
    1     465     308
  145     492     497
  341     404     227
  173     463     360
  159     233     280
  462     438     147
  361     240     148
  455     252      28
  307     198     424
   13     472      35
  176     393     256
  134     108     326
  369     127      65
  419     377     323
  405     485      52
    9     259     304
  445     456      33
  412     229     274
  309     424     426
  257     403     190
  321      53     176
  201     305     390
  269     477     322
  196     189     402
  105     222      89
  421     299     357
  166     271      20
  111     488     384
   15     231     107
  396     397     228
  485     192     227
  388     496     381
  417     356     195
  241     220     462
  404     125     100
  100     338      56
  238     241     485
  440      80     239
  280     362     125
   67     427     380
  219     411     477
  386     475     478
  103     479     260
  412      82     179
    7     228     209
  326     203     444
  396     379     148
  487     310     194
  189      11     312
  364     279     258
  325     145     365
  108     268     223
  157      42     433
   20     309     455
  168       5     258
  226     216     224
  413     138     461
   26      67     246
  386     292     194
  152     458     145
  207     201     205
   52      44     437
  448     390     244
  111     295     364
   63     394     116
  436     206     231
  375     315     369
  105     266     255
  184     257     211
  319     153     434
  102     284     162
  353      89     486
  236     243     494
  181     355      92
  353     481     418
  275     371     238
  132     116      35
  173     468      23
  216     480     215
  233     171      21
   11     436     417
  128     385     210
  293     107      13
  493     244     103
  334     131     291
  189     371     331
  275     404     196
  129     311     293
   57     245     217
  196     341      14
  311     172     110
  142     167     364
   84      77     414
  368     346     116
  140     103      57
  202     147     365
  344      44     315
   74     220     240
  193     223     309
  204     266     322
  327       5     487
  364     223      44
  154     143       5
  299     202      63
  337     435      87
  144     353     440
   84     101     366
  289     262     295
  325     379      41
  380     189     323
  193     434     267
  341     441     217
   80     123     332
  430     477     167
  204      82     135
  217      38     431
  293      10     326
  128      67       6
  312     448     417
  454     161     405
  201     360      57
  411     444     208
   39     327     208
   16     470     293
  216     261     162
  340     177     355
  328     462      22
  199      65     314
  191     357     248
  159      17     161
  404     412     448
  382     459     129
  448     175     328
  418      71       2
  362     347     162
  284     143     256
  371     111     241
  184     303     126
   98     165     419
  332     447      25
  150     497      13
  215      95     460
  108     432      76
  334     277     482
  396     239     413
  355     172     471
  192     231     182
  479     148     387
  421      97      66
   69      77     124
  332     145     497
  368     367     283
  342     343      53
  274     420     453
   72     294     447
   18      56     191
  427     115      61
  240     279     332
  342     175     364
  300     241     304
  405     156     243
  426     145     207
  459     370     191
  162     260     164
   42     114      77
  371     313     127
  137      38      82
  497     308      99
  481     367     114
  137     263     491
  101     153     110
  211     379      78
  154     181     497
  490     249     207
   31     127      14
    9     478     103
   22     302     192
  451     415     400
  260     296     120
   55     442     231
  359     437     100
  323     490     146
  375       6     147
  391     281      81
   40     366     418
  355     373     304
   56     192     467
  360     480     436
  186     127      52
  152      74     111
  265     114     139
  248     386     159
  118     344     232
  236     140     253
  450     133     498
  500     454     422
  357      97     336
  421     242     324
  147      62     204
  288       4     360
  180     414     471
  267      79      74
  211     127     454
  275     414     216
  298     268      60
  329     122     151
  327     413      88
  128      61     101
  427     334     109
  461     369     234
   88     412      61
  153     121     230
  391      37     270
  479      32     455
  274      11     376
  431     238     145
  222     108       2
  148     395      89
   78     261      89
  223     327     410
  481     287     365
  471     121      70
  205     460     234
  444     357      94
  293     102     127
  145     367     484
  377     394     472
  161     156     481
  287     365     460
   81      56     151
  120      34     106
  356     256     469
  275     474      21
   33     125     223
  415       5     380
  107     435     480
   26      58      26
  131     364     268
  117     453      66
  230      61     156
   70     208     476
   23     293     255
  264     328     370
  290     449     233
   52     335     481
  438     109      19
  115     412     292
  481     450     252
  148     366     334
   42     371     104
   62     130     421
  326      85     310
  247     169     185
  407     119      51
  294      92     138
  174      29     255
  494     458     176
  405     140      51
  148     232     202
  108      47     459
  473      14     329
  139     329      22
  272     343     425
   57     303     280
  211     381     342
  325      64     487
  377     358     335
  259     231     258
  497     243      11
  377     262     423
   44     379     353
  279     159     180
  352     304     245
  199     401     485
   16     418     127
  145     289     401
   95     425     358
  409     495     427
  280     198     334
  224     454      69
  144     212     315
  157     207     150
  144      46     214
   89      37     144
  333     387      61
  210     178     405
  456     395     366
  312     191     480
  118     216      71
  196     140      74
  311      44     223
  309     174     289
  278     407     383
  195      39     200
  147     307     440
   64     138     310
  228     444     192
  189     279     149
  401     343     448
  288     349     410
   87      15     423
   91     208     295
   43     328     185
   92      19     173
  164     350     313
  286     232     215
  177     405     359
  206     338     167
  451     100     351
  383     376     154
  404      55      42
  124     394     230
  131      30      19
    4     336     298
   28     109     205
  205     299     231
  106     407     223
  408     277     177
  371     488     107
   82     382      38
  357     224     341
  358     231     481
  287     381      56
  468     150     447
  472      34     282
  161     344      70
    9      57     184
  168     397     307
  433      87     161
  138     216     265
  199       3     295
  253     242     447
  121     421     426
  109     306     488
   40     402     361
  104     252     134
   35     349     410
  204      46     170
  289     365     274
  430     391     318
  304      80     134
  463     343     492
  182     482      21
   34     433      61
  368     480     396
   61     447     320
  398     271     345
  333     356     437
  151     126       1
  147     340     262
  244     495      77
  131     323     125
   74     409     492
  426     106     365
  438     415     169
   26     419     453
  115     309     246
   28       3     171
  414     150     332
   85     235     375
  463      45      91
  308     378     359
   87       2     435
  450     390     355
  139     243     172
   78      31     190
   18     480      50
  104     491     224
  325     386     481
  337     199     381
  269     299     102
  240      77     145
  252     245     437
  492     359     426
   32     440     243
  229     184      16
  209     338      69
  426      54     225
   42     409     303
  137     488     436
  196     171     209
  310     163     140
  301      44     323
  191     218      96
  358     244     101
  365     211     357
  233     134     245
  194     292     174
  144     113     251
   65     219     359
  175     420     118
   80     453     118
  125     296     120
   66     453     460
  325     356     145
  143     140     464
  128     383     141
  424     234     210
  448     171     215
   34      11      31
  225     321     307
  229     499     312
  173      22     249
  100      87     287
  409     438      18
  395     334     487
  429      95     243
  301     207     277
   74     387      33
  200     358      60
  388     446     426
  286     343     181
  488      64     189
  396     450     215
  295     464      29
   78     218     273
  237     245     457
  299      20     325
  353     451     416
  153     378     255
  283     486     333
  316     302     379
  430     434     378
  304     138      31
  256     198     334
  442     225     331
   45     202     380
  137     440     151
   61     478      69
  417     472     243
  364     325     189
  388     305     303
   28     326     146
  351     314     199
  466     238      71
  443     482     393
   35     165     388
  408      11     363
  105     150     122
  195     277     189
  216     456     426
  107     156     341
  308     463      48
  415     131     472
  455     251     304
  414     277     440
  271     354     177
  301     423     134
  265       8     450
  316     295     374
   44     129      31
  317     152     116
  399     396     480
  209     235     362
  272     496      49
   65     290     307
   23      84     224
  158     234     241
  323     295      81
  435      35     372
  357      91     216
  338     142      70
   53      25     135
  350     116      20
   53     421      60
  372     268     283
   18     272     177
  168     118     191
  179      88      82
   79      78      94
   84      46     115
  277     422      23
   23     221     327
   66     499      53
   46     390     214
  164     167     153
  278     377     442
  184     164     458
  491      50      76
  183     418      88
  333     405     418
  163     290     343
  500     284     154
  377     155     293
  149       7     277
  144     374     256
  122     183      95
  255     127     299
  195     438     422
  331     276     425
  340      11     403
  277      37     322
  153     180     331
   47      48     357
  327     360     282
  418     101     286
   25      98      88
  388     277     271
   75     299     318
  447     486     489
  265     104     430
  463     363     109
  146     458     487
  234      47     213
  178     366     420
  463     194     451
  219     317     190
  178      93     343
   49      14     282
  106     468     462
  317     393     409
  400       3     471
  195     387      32
  286      48      76
  319     421     332
  486     258     330
  296     374     294
  136     287     433
  154      38     383
  351     347     284
  407     448     432
   41     440     391
  414     347     183
  212     121      83
   33     395     488
  215     206     394
   22     153     226
  482     436     168
  231     232     373
  155     281     376
  324     347      35
  456     374     103
  236       1      15
  233     334     419
   95     298     405
  135     112     421
  162     422     333
   36      75      27
  117     380     420
   68     385     476
  111     394     262
  123      23     298
   59     458     417
   52     158     315
  440     183     175
  251     136     154
  475     127     258
   38     202     350
  429     250     396
  478     342     350
  302     341     346
   20      62       9
   92     185     202
   27     336     383
   42     150     276
  451      64     241
   64      85      20
  292     433     321
  230     232     358
   49     208     127
   24     208     237
  393     476     312
  288     137     280
  340     172     196
  252     494     177
  338     135     193
   27     482      66
  174     452     204
  394     467      30
   26     301     278
  441     405      99
  450     120      98
  221     444     341
  457     234     437
  127     289     411
   56     345     311
  219     370     337
  127     416     159
  347     146     144
  196      22      23
   12     119     168
    6     155      82
  289     377     211
  247     405     377
   14     230     284
  227     333     346
  129     157     415
   14     473     429
  494      26     248
   72     255     165
  104     393     439
  248     221     123
  391     222     103
  213     351     266
  437     400     488
  210     365     173
  119     229      84
  500     246     414
   62     163      34
  162     424     278
   19     351     419
  333     216     399
   32     270      68
  212     438     462
  386     290       3
  174     218     196
  380     471     101
  215     247     117
   17      29     181
  142     235     146
  222      74     417
  324     123     327
  260      53     288
  136     179     326
   94     397     343
  403     188     451
   36     475     406
    3     324      31
  449     454     120
   86     289     359
  324     386     318
  360     110     306
  282     437      60
  290     265     472
   82      50     107
  424     380     155
  378     328       8
  255     240     322
  194     312     392
   59     127     490
   40     228     436
  264      63      91
  353       7      48
  249     492     358
  101     275     222
  407     310     471
  331     178     256
  351     425     249
  273      19     191
  222     222      11
  185     327     243
  415     465     436
  262     360     417
  327     241      19
   69     392     426
  328     272     164
   27     193     437
  444     438     260
  123     392     204
  380     491     158
  188     251      90
  426     320     322
  466     297     368
   40     268     244
  197     435     146
   43      73     453
   14     476     221
   30     369     441
   91     430     243
  290     447     439
  216     244     281
  365     307     413
  398      70       1
   30     390     250
    7     179     105
  297      93     395
   71     302     102
  162     345       3
  192     125     133
  180      21     191
  216     489      58
   84     382     238
  408     471       3
  300     306      55
   70     339     237
   75     407     435
   89     331     273
   85     471     499
   79      25     486
  250     132     492
  302     229     418
  310      44     380
  169     107     474
  226     133     352
   84      86     325
   40     483     332
   73     391     452
  496     332     276
  369     399     361
  427     340     283
  268     333     206
  243     238     132
  171     221     188
  344      24     296
  290      47     288
  330     373     257
  425     118     455
  162     203     183
  436     357     196
  306     446     280
  124     235     456
  360      40     434
  176     173     374
  233     288     238
  165     248       9
   39     178      66
  354     468     149
  411      58     490
  145     300      45
  493     417     152
  106     122     350
   18     497     263
  202     314       1
  477     445     460
  392     239     403
  219     469      59
   20     206     373
  367      73      76
  355     350      67
  451     476      75
  463     228     315
  475     379      77
  169      53     429
  438     162     320
   31     366     107
  202     392     370
  434      61     226
  492     427     342
  152     462      64
  189      66     433
  131      64     279
  169      82     340
  464     343     270
  405     392     242
  145     100     142
  185     412     342
  305     223      57
   73      25       2
  230      54     176
  212     157     342
   52     117     481
  410     424      33
  416     251     488
   63     406     384
   14     482     471
  188     452     290
  460     214     226
  336     363     404
  373     109     487
  307      72      71
  313     323     179
  406      85     415
  175     416     279
  461     324     259
  266     458     159
  472     367     469
  145     465     291
  221     161     255
  300     212       2
  122     220     398
  296     317     309
  184     182     326
  499     433       4
  321     357     261
  495     447     215
  369     428      72
  139     497     467
  309      13      80
    8       4      11
   38      83     129
  490     257     255
  328     269     261
  299      67     347
   45     486     437
  377     113     157
  125     250     329
   67     454     330
  449     308     303
  155     184     203
   13     416     355
  149     103     133
  222     115      26
  477      94     307
  137     260     288
  486     260      89
   67     309     466
  403     269     324
  480     100     353
  185      32     285
  229     493     120
  386     334     209
  486      66     244
  368     176     279
  347     343       8
  258     330      42
   66     170     167
  254       5     384
  157     104     428
  198     169     284
  396      32     174
   53     315     180
  194     381     489
   30     393     341
   74     326     296
  365      93     198
  346     161     244
  381     215     248
  261     102     496
  449     154     412
  190     316     202
  432     226     113
  190     363     424
  340     228     102
  485      14      43
  362     148     303
  379      49     113
  208     107     257
  203     453      70
   64     129      69
  262     210     293
  198     476     351
  368     454     360
  442     305     235
  468     294     130
  105       3     360
  112      98     206
  299     470     246
  210     290     228
  188     102     195
  449     320     468
  350     351      94
  287      89       9
   17     352      10
  300     165      54
  191     131      35
   75      55     307
  440      69     310
  108     259     491
   76     497     414
  378      17     482
  151     158     499
  272     306     391
   83     462     184
   44     469     238
  155     415     174
  316     489      73
  311     240      84
  416     447       8
  216     344     168
  174     436     481
  141     499      22
  159     304     189
  217     365      83
   89     254     383
   50     201     103
   34     187     230
  450     110     154
   33      17      37
  118     190     451
  299      48     458
  230      54     326
  200     348     170
  220     283      33
  476      54     129
  111     426     322
   10     244     371
  183     490     189
  386      16     197
  164     293      55
  441     154     296
  135     439     210
   40       1      79
  462     282     241
   19     361      10
  112     211      57
  486     401     399
  286      98     153
  246      96     189
  158     362     202
  152     167     247
  486     402     112
  480     194     313
  435     189     258
  246     431     484
  257     231      95
  119     240      22
  241     368     366
   78     470     150
   72     388     400
  131     465     163
  155     480     406
  381     108     419
  295      69     208
  484     100     201
  382     441      32
  349     482      78
   76     126     113
  134     219     420
  127     379     102
   67     174     416
  126      30      25
  227     400     170
  288     258      25
  432       3     202
  269     421     432
  378      89     472
  359     102     160
  433     356     121
  300     295     367
  317     371     314
   26     243       5
  184     136      35
  363      26      23
   48     455     413
  384     437     302
  335     398     399
   15      34     225
  267     167     460
  143     356     443
  308      90     188
   43     239     209
   87     295     479
  223     151     146
  470       4     409
  480      50     332
  111     164      46
  473      74     355
  338     175     487
   55     120      17
  449     408     417
   16     324      58
  182     485      26
  398     168     337
  431     224     238
  256     101      42
  321     193       1
   61     284     307
  263     122     424
  108     389      64
   36     130     433
   90     259     169
  415     186     260
  295     114     439
  119     231      40
  219      40     239
  235     167     170
  301      63     394
  475     382     235
  170     393     135
  385     201     269
  336     484     319
  318     205      72
   34     141     139
  274     185     385
  308     396     352
  356     330     381
  365      99     180
  278     500      75
  386     397     136
  333     118     257
  221     352      80
  427     461     119
  284     171     255
  300     308      64
  499      59     433
  293     458     482
   16     460      46
  131     491     282
  389     355     438
   12     116     251
  284     479      94
  451     386     103
  423     401     469
  473     357     459
  137     175     287
  489      43      54
   61      44     242
   58     374     170
  479     273     488
  485     123     370
  351     125     247
  137     377     337
  227      77     113
   94     191     424
  477     119     349
  499     269      18
    3     301     188
  294     246      26
  441     438     255
  385     476     246
   71     362      68
    8      10     144
  114      78     216
  395     245     481
  241     456     174
  188     300     414
  434     482     210
  400     110     269
  370     224     189
  102     460     282
  138     430     340
  126      19      72
  181     364     253
   34      85      14
   52      99     400
  467      72     196
  248     398     427
  483     149     332
  194     181     418
  495     340       8
  241      93      27
  385     228     424
  134     474     236
  462     139     477
  482     426     206
  435     105      95
  210       9     407
  492     274     480
  344      33      33
   45     281     118
  221     292     121
  484     368     439
  202     194     182
  459     500     368
  337     365     287
  451     187     499
  333      29     178
  154     484      40
  386     147     392
  350      60     284
  112      88     418
  399     185     165
   59     153     171
  301      35      11
   40     389     298
  182     286      96
  213     387     387
  416     427     374
  312     224      35
  300      37     328
  289     445     297
  454     121     277
  158     471     129
  467     369     403
   78     344      70
  418     107      84
   21     327     381
   30     487     328
  362     458     325
  379     147     150
  240     148     484
  104     295     203
  164     276      61
  367      93     349
  241     316     103
  364     219      77
   94      95     256
  313       9     333
  418     132     376
  207     449     413
  256     188     192
   49     400     402
   56     448      50
  269     162     291
  201     407     226
  429     393     160
  206      53     165
   26     150     283
  321     194     376
  190     391     249
  341     364     425
  368     214     152
  351     370      46
    5     298      43
  408     437     131
  260     320     281
  460     102       9
  299     273     443
   54      44     219
  222     360      64
  204     392     183
   50     398     369
  237     323     352
  471     479     178
  143     436     457
  173     205      60
  482     424     294
   61     248     115
  191     190     495
  398     382     220
  259     124      99
  394     115     319
  428     402     112
  254      22     315
   44     473     196
  313     138     179
  480     194     209
  293     343     152
  465     208     237
  398     400     128
  276     412     341
  395     374       2
   67     231     470
  395     368      77
  180     233       9
  375     241     373
  306     413      84
  259     146     152
    3      10      33
  250     270     421
  318     150     400
  439     161     439
   30     313     273
  218     290     255
   61     317     362
  382     357     215
  317     242     372
  283     169       8
  399     451      45
  201     150     217
  225     119      51
   50      74     327
  260     450     389
  463     269     352
  233      49     414
  229      66     103
  439      66     337
   54      41     278
  375     252     197
  374     394     318
  443      59     418
  439      93     459
  160     397     312
   24     162     128
  282     275     380
   14     368      70
  479     462     170
   23      43     107
  111     170     489
    1     322     382
  112      58     182
  458     136     274
   73     112     203
  461     309     213
    4     270      27
  130     343     391
   74      46     257
  310     287      66
  259     363     235
  461     358      54
  298     332     480
  325     402      84
  435     429      78
  272     109      95
  232     477     202
  435     264     189
  451      49     417
  317     241     431
  164      99      52
   64     284     233
  235     438     208
  116     383     226
  474     465     258
  220     421     416
   70     129       7
   77     177     476
  303     383     195
  440     102      65
  212     224     153
   70     393      18
  153     369     329
  221     346     420
  478      95     288
  389      88     146
  335     474     205
  189     209     413
  123     123     481
  124     369      98
   50      11     462
  462     222     223
  257     163     424
  479      14     337
  238     471     324
  128     500     308
  351     446     171
  302     231     199
  361     389     283
   29      15     282
   79      17     428
  140     465     386
   97     217     450
  339     227     345
  435     115      99
  319      96     253
  268     102     286
   85     335     182
  253     283     272
  330     253     316
  432      12     323
  278     138     348
  249     269     454
   28     197     149
    7     253      37
  427     318     489
  438     469     403
   85     446      34
  413     481     117
  446     213     388
  447      43     384
  266     472     235
   96     135     117
   51     185     329
   46     130     112
  189     327     421
   71     276     133
  122      83     213
  105      72      30
  230     280     319
    6      27      20
    5     307     126
   97     230      49
  164     495     140
  441      31     275
  460     445     385
  488     497     206
   15     419     170
  404     303      21
  383     423     254
  202     464     141
  174     396       6
  302      20     199
  251     258     209
  251     387     281
  140     389     316
  317     454     260
   95     439     127
   44     420     408
  404     439      17
  137     380     180
  104      84      23
  171     480     354
  321      12     326
   67     122     345
  292      62     233
  114     216      31
  450     320     491
  405     160      26
  439      80      15
  162     256     299
  417     352     335
  167      45      52
   92     255     298
  432     124     135
  134     300     218
  424     425     102
  394     463     280
  469     302     434
  432     187     325
  174     483     157
  429     375     440
  364     472     473
   11     220     253
  498     338     395
  167     197      94
  485     183     178
  312     192      36
  403     492      95
  206     241     412
   99     115     401
   12     237     331
   97     155      37
  192     106      56
   19     228     116
  409     105     471
  389     136     183
  369     305     435
  398      68     402
  239     460     313
  372     234     492
  368     330     357
  318     490     495
   79     263     436
  252      26     200
  253      40     187
  193     135      66
  338     450      31
  262     251      72
  461      57     117
  323     100     397
  421      63     267
  437     482     374
  275     404     324
  397      35     116
   87      12     422
  198     330      48
  490     437     343
   44     305     365
  106     121      96
  261     436     122
  475      87      41
  319     187     311
   86     350     333
  171     295      93
  321     281     191
  353     324     375
  418     160     203
  429     390     418
  238     431     407
  246     228     467
  272     357     314
  396     419     314
  280     122     312
  236     346     272
  396     425     241
  274     131     268
  224     477     187
  240      55     282
  412     195     111
  231      98     424
  102     146     181
   22     465     317
  299     201     279
   35     189     301
  477      97      70
  409     273     210
  427     200     228
   72     401     394
   37     107     262
  359     481     238
   51     414     484
  492     313     100
  354     174     414
  441     393      55
  417     228     462
  265     255     424
   27      18     294
  326     188     401
   92     107      57
  427     484     287
   56     360     237
  294     430     264
  149      26     231
  389      66     181
  168     263     184
  377     440     463
  439     239     143
  187     146     274
  441     143     311
  380     407     211
  232     386     111
  327     325     463
  108     170     452
  441      89     320
  310     312     417
  143     414      14
  364     404     422
  226      37     187
   98     352     471
   43     386     500
  475     354     350
  456     446      30
  103     134     228
  102     200      42
   68      29      83
  345     218      71
   39     429      46
  270     263      97
  395     216     191
  197     480     448
  406     403     341
   31     172     473
  250     271      20
  320     107     315
  210     319     230
  323     299      41
  142     438     133
  300     163     273
   50     127     268
  356     242     421
  381     286      78
  137     109     305
  289      86     266
  411      29     396
  195     482      70
  217     406     212
  126      96     206
  381     288     340
  463     305     363
  385     341     199
  250     444     144
   94     197     499
  360       6     498
  427     286     183
  342     101     325
   44      59     371
   76      49     339
  162      45      93
  330     220     302
  405      16     352
  164     485     336
  320     439     335
  497      29     332
  297     492     413
  484     249     433
  359     118     474
  106     336     290
  159     478     477
  472     386      51
  166     256     312
  387     271     250
  249     175     391
  219     145      90
  216     271     308
  120     465     236
  257       4     156
  360     222     103
  389     194     168
  347      45     440
  206     360     287
  307     417     226
  412      87     494
  305      92     249
  467     142     390
  369     377      63
  465     127     478
  348     123       6
  107     476     264
   38     425      56
  241     217     108
  483     205     260
  380     481     226
  462     153     179
  115     119      93
  161     219     273
  421     439     454
  426     137     464
  389     449     311
   71      13     316
  415     468     137
  474     492     221
  198       3     101
  343     177     421
   11     358      85
  136     401     489
  341     434     452
  269      98     230
    6     356     383
   58     137     314
   62     279       3
  500     407     118
   52     500     313
  162     384     387
  243     180     272
   37      88      20
  157     374     238
   29     225      25
   94     142     408
  360      68       8
  253     155      76
  387     450     148
  110     237     395
  466     396     379
  426     326     319
  234     265      28
  103     114     128
  158     271     216
  472     325     197
  445     184     109
  106     350     192
  379     426     259
  136     368       3
  118     356     161
  453     464     301
  274      75     419
  424     286     350
   83     457     196
  379      66     297
  128     469     146
  287     121     208
  293     264     360
  135      27     211
  310     490     237
  192     463     355
   70     253     302
  298     415     294
  492      96     237
  488     440     438
  220     258     363
  205      82      68
   11     328      70
  356     150     148
   58     248     112
  280     270     492
  327      16     428
   67     259      99
   79     276     425
  404     333     215
  140     199     146
  228      83     154
  217     433     248
  156     198      40
  351     327     495
   87     246     152
  498     329     241
  354      47     479
  159     483      86
  450     343     482
  444     158      15
  451      98     391
  401     202     435
  214     105     131
  458      86     397
  413     119     423
  125     322      71
   74     393     340
  271     100     434
  479     482     110
  262     420     299
    4     429     255
  247     401     451
  451     209     461
  397     319     400
  158     175     268
  455      42     220
  211     212     458
  121      91     337
  315     421     364
  181     164     337
  433     227     342
  490      81     318
  306     264      88
  348     297     500
  164      29     499
  386     377     252
   90     175     267
   58     176      66
  391     167     306
  176     215     498
  383     498     263
  411     375     222
  392     320     307
   67      61     198
  233     122     253
  331     268     437
  495      46     143
  293      27     359
  287     251     334
   44     139     329
  105      67     493
   21     308     494
   41     200      17
  229     329      87
  388     129       1
  310     213     210
  349     490     207
  255     156      55
   80      83     145
   22     125     385
   10      27     249
  380     350     355
  207      62     333
  217      16     456
  267      77     212
  220     484     299
  173     379       5
  162     106     111
   31     266     321
  128     180     167
  381      90     168
  195     302     233
  233     142     455
  377     313     208
  219      18     139
  419     218     161
   42     184       6
  279     457     456
  314     346     319
  322     414      77
  325     420     193
  101     108     341
   10      19     276
  484     345     230
  459     277     115
  174     363     500
  402     227     239
  166     475     449
  451     313     417
  100     176     247
   47     135     393
  208     224     205
  480     190     484
  369     172     340
  377     412     188
   61     128      57
  273     276     453
  216      69     155
    8     139      18
  433     187      39
  245     295     393
  126       2       6
  246     354     320
  481     372     377
  379     483     466
  237      43     106
  200     105     277
   62     253     131
  367     109     385
  283      18     126
  402     133     271
  111     385     474
   58     368     418
